tree_id,username,label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
6jmube,paul_aka_paul,0.0,1.5018900843510355e-05,1.7492300863256795e-05,-1.083805928930148e-05,-3.736731724583074e-05,-4.544687064792507e-06,-1.366793809551048e-05,3.0107280440706513e-05,7.638482515272197e-06,-6.3256725964432705e-06,4.690254805030069e-06,2.618064467646833e-06,-4.3579077363393866e-05,3.54898966019795e-06,1.4198357292991793e-05,-1.417403131941029e-05,1.5039321911630154e-05,2.9540559228227523e-07,-4.806879255126456e-05,2.817555217647405e-06,-5.533360328457481e-06,-4.892652279569114e-07,2.566001340035573e-06,-8.951352295209818e-06,-3.4300813765673336e-05,0.0001709787878780441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,hiptobecubic,1.0,-1.5344210525944128e-05,-2.1418416471016697e-05,1.1396127352070508e-05,4.822389067222506e-05,6.663378638419227e-06,1.7308631245727115e-05,-4.039931028874928e-05,-6.510574007280467e-06,6.346515427511373e-06,-4.90387452305935e-06,-3.223369908636137e-06,5.25781497953284e-05,-2.5600402059496875e-06,-1.4171671916253846e-05,1.4737378115868436e-05,-1.9823090370119933e-05,-6.67121847289814e-07,6.696529796047077e-05,-4.531618807384269e-06,2.421057338820557e-06,-7.198683454745848e-08,-2.895603986608558e-06,6.9948791729578045e-06,4.449372080858153e-05,-0.00010615615898631354,8.767478042738926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,Holophonist,0.0,1.1840617404779215e-05,1.738474209806948e-05,-8.614200112567124e-06,-2.55490779969254e-05,-6.474323533558827e-06,-1.8881743033718254e-05,3.60725262193527e-05,5.512488749396449e-06,-5.7556551271125785e-06,5.121854996119822e-06,7.047848292101968e-06,-4.489941894050757e-05,2.0509618372179974e-06,1.100153018373691e-05,-1.1483610702260746e-05,4.709155357170799e-06,-5.007509114017955e-06,-5.978962015846119e-05,-1.3157166854402657e-06,-3.4494565895249886e-06,-1.7747522740858898e-06,2.579493891666243e-06,-5.1938703921483905e-06,-3.3831139729780516e-05,1.1312888624022647e-05,-1.8521855673611388e-05,2.8729786602855237e-06,3.1462680973455986e-07,-1.1069878326657637e-06,-1.0129294592480207e-05,3.562032668419637e-07,-5.069047511782871e-06,4.968907705332041e-07,4.5295403596127885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,SmellGestapo,1.0,-1.08118729066138e-05,-1.6395097050816586e-05,8.749107142293227e-06,2.9062324249706834e-05,6.510634039082123e-06,1.668433804056729e-05,-3.3650617196514957e-05,-4.944945130068567e-06,4.949561780167431e-06,-3.800324010070958e-06,-4.092975665705014e-06,4.61879797608763e-05,-1.202093217721798e-06,-1.05499493933164e-05,1.0215246978323377e-05,-8.896964392663733e-06,-1.971697286002029e-07,5.5137419221262235e-05,-2.187055089257926e-06,2.423991889771472e-06,-3.2554488295882714e-06,-7.59358173539303e-06,4.82545587293405e-06,0.00010555715126897088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,polysyndetonic,0.0,4.3066203312280684e-06,3.56043061789943e-05,-1.8477023688041316e-06,-5.920140415351879e-06,-4.772844083910238e-05,-2.2697515498227644e-06,4.169709475075265e-06,1.2403668600361214e-06,-7.039661561660575e-07,6.042109817225324e-07,1.1295160883877366e-06,-3.86910761482808e-06,8.798306107679594e-07,1.237671359283556e-06,-1.308828290128482e-06,2.2975396900443692e-07,-1.5135969989876543e-06,-4.696641394433552e-06,-6.711691133494735e-07,-1.160837433101295e-06,-2.0063477161843318e-06,0.00010623954715379975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,OpQuality,1.0,-5.4840427636009366e-06,-8.011163933609228e-05,1.958525050979495e-06,8.00366959151768e-06,0.00011361910522689905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,The_Josh_Of_Clubs,0.0,6.498000710088066e-06,2.5138410684832267e-05,-6.990535945428473e-06,-7.953226836269179e-05,-5.958346095799473e-06,-4.4390257704119725e-06,1.9043784452829223e-05,5.197592869869687e-07,-9.284009251117302e-07,6.648269823211211e-07,-2.009664956511134e-07,-6.210301298825067e-06,-2.0488466088048613e-07,2.8250197912699383e-06,-2.499909003718792e-06,8.267477239756007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,Potat_Potat,1.0,-6.832527587070475e-06,-3.2307918895972104e-05,8.735605138237237e-06,0.00012635184183890907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,Terex80,0.0,6.5840798021657326e-06,0.00016158565221407943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jmube,barefootnpublic,0.0,8.23688121999774e-06,5.234446173367785e-05,-3.6219997669315283e-06,-1.1204583510916633e-05,-6.929107268621544e-05,-2.789960081466093e-06,5.438949765800275e-06,3.200669751239118e-06,-1.4372919094852975e-06,8.968705407971802e-07,2.4262492245785853e-06,-7.570464354887282e-06,2.9089417753881853e-06,1.2147431590633741e-06,-1.4624677191097417e-06,1.5966602071998268e-06,-4.314260604241106e-06,-7.393455184716721e-06,-2.2964214022930332e-06,-3.189079975703757e-06,-4.917868112482016e-06,1.3760101600412944e-06,-8.927634581114393e-07,-4.783707371499633e-06,6.879011022435069e-06,-2.153579068447758e-06,4.063868176654315e-06,2.9631219767733662e-06,-1.465852588493165e-06,-3.6162289749474153e-06,0.0002002887035046237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
