tree_id,username,label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
64mff2,z3r0shade,0.0,3.3643387862938578e-06,-3.4601486198428965e-06,2.554047074632145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,HarpyBane,0.0,2.5788966172163933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,MrGraeme,1.0,-1.916738916429926e-05,1.2170495339722737e-06,-2.570414520620677e-06,-1.892115195088662e-06,-2.0502486775863134e-06,2.361638962874603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,jm0112358,1.0,-1.181634615476655e-05,-7.866095721719353e-06,1.7623704956127594e-06,-9.488205326049863e-06,2.2912007232231056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,Qwerty_Resident,0.0,3.5722416551808427e-06,2.6436098376391227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,nn123654,1.0,4.852002567464252e-06,-8.357882878729483e-06,4.037803239274944e-06,3.4741997405588925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,on_my_lunch_break,0.0,4.399655725366413e-07,1.1461258818776291e-06,-1.0577048469624436e-06,-4.0133820757307115e-06,1.1588142985550336e-06,6.654270663724054e-07,-2.4050131295798215e-06,-4.037396897815942e-07,2.5986672421423292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,One_Winged_Rook,0.0,-1.0481201016855594e-06,3.836882225645962e-07,-1.5851075736765616e-06,-1.406773663505134e-06,2.10092875330757e-06,1.1529938476886207e-06,7.928053444183489e-07,2.9026851954232838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,UncleTrustworthy,1.0,-4.954186786624409e-06,-1.1445300157125435e-07,9.386384477188524e-07,-1.002961724691659e-05,-9.552363253953477e-07,-3.323327465104731e-07,3.0065057712799167e-06,9.563449555118556e-07,-7.943661071184287e-07,2.9483403798512713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,ACrusaderA,0.0,-2.825133635897429e-06,-3.3419035122016356e-07,-3.0746163288539656e-06,-1.4972321446084934e-06,4.382347737243871e-06,2.491628214882036e-06,3.0137133674174648e-06,-2.0270977399021197e-06,-1.5139573870763917e-06,6.341202249776322e-06,-2.756965688371853e-06,-4.471148085377752e-06,4.4631407818649165e-06,-2.373278110041938e-07,1.8132275188779087e-06,-6.652485125578632e-06,2.947775258125045e-05
64mff2,tunaonrye,0.0,4.1570413903904345e-06,1.4790613607447016e-06,-1.6533932903615157e-06,5.104910792672616e-06,-4.13101491104723e-06,1.4347054716774187e-06,-1.5577212342864516e-06,-9.966011202265273e-07,-4.7553877780481385e-07,9.42488603868214e-08,2.686005089940823e-05,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,allsfair86,0.0,4.220178977102722e-07,2.0335617552198785e-07,2.017374843101806e-07,-1.5869460457105432e-08,-8.680513947320854e-08,-1.5930745638346473e-07,-4.301995770889475e-07,-4.516569564367393e-07,-4.127511482847504e-07,4.563993544909307e-06,1.7314767342752595e-07,1.1013478461484498e-06,-3.778629886311281e-07,2.1111741765967427e-05,0.0,0.0,0.0
64mff2,super-commenting,1.0,-1.2649020973006288e-05,1.0051395054879259e-06,-1.3449404181069073e-06,-2.4412541307329343e-06,-1.9396285945343416e-06,-1.5790048174986312e-06,3.049689830372905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,renoops,1.0,-2.4669980952868183e-06,3.3572767854996144e-07,7.193820530844795e-07,-7.997815008835381e-06,-8.040417198251557e-07,-5.317063865189891e-07,2.214257019209047e-06,6.979214145192887e-07,-7.025888670561853e-07,2.0558813858459804e-05,-1.0318598820446602e-07,2.7387535242825227e-06,-1.060551314372881e-06,-1.1954486159402436e-05,3.431606646309292e-05,0.0,0.0
64mff2,50pointdownvote,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64mff2,Ed__,,-2.8753001637822164e-06,-1.5697176938103671e-06,-2.823149544767576e-06,2.6337008982818277e-06,4.469827410604045e-06,2.7270087644879523e-06,3.360394909977008e-06,-1.4363858547844697e-06,-1.026194930543031e-06,1.8553893912879986e-06,-2.8845919760082404e-06,3.357006074734367e-05,0.0,0.0,0.0,0.0,0.0
64mff2,Ansuz07,,2.4159447309870075e-06,7.929893510261066e-07,3.3043500373533444e-06,-1.290318794802388e-06,-4.77610131635943e-06,-2.77103502466185e-06,-2.7979224247488245e-06,-2.3248296567622048e-05,9.817272471198868e-07,-1.8994037105699391e-06,2.006346676677216e-06,3.7380053532353073e-06,2.93490848572333e-05,0.0,0.0,0.0,0.0
64mff2,e36,,-1.6357783775727022e-06,-1.2311955057366985e-06,-2.1270781707602444e-06,3.0088957196286436e-06,3.5892081971902223e-06,2.102847332357961e-06,2.4102570092760457e-06,-1.589584944711448e-06,-9.449067923725392e-07,2.2827392817451644e-06,-2.2443624173515623e-06,-4.291138166166841e-06,3.9594744010560615e-06,6.579401712982854e-07,1.5790133992251747e-06,2.606468301221396e-05,0.0
