tree_id,username,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
4tjo8a,Ragdoll_Proletariat,0.0,-0.9999999882607736,-5.8496462194638335e-06,8.298952240056583e-06,-1.3940204743666642e-05,9.91429593773981e-06,7.633614451888855e-05,-6.322919647689499e-05,-7.337593177026057e-07,-1.7188144416291305e-07,1.2664854164857544e-06,-1.4951374253004557e-06,4.639701374984256e-07,2.85182795412569e-07,-8.99937210460725e-07,1.6993375209005336e-07,-7.105961667018802e-07,1.8441426295762826e-07,5.214543460894644e-07,4.803909074846765e-07,0.0001151130602586597,0.0,0.0,0.0
4tjo8a,YabuSama2k,1.0,0.9999999927734152,6.122693977484236e-06,-9.030485704619212e-06,1.548845394171281e-05,-9.888029205736356e-06,-9.049908110283853e-05,7.61996291666149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,Gobias11,0.0,-0.999999954064522,-3.7968435557100287e-06,9.41310150689351e-06,-1.7168130111684128e-05,7.288766149468257e-06,8.884653334213663e-05,-7.181673710810718e-05,-1.543232086979385e-06,6.425086651742163e-07,3.683790967482418e-06,-4.9087841690601435e-06,1.0006235820911742e-06,1.3940560916754677e-06,-4.676145771285589e-06,2.9510619992304424e-06,1.5584110161543668e-06,7.186432813985604e-07,1.7224373614257716e-06,1.4082780215339185e-06,1.402413251824639e-06,5.6191244854428524e-06,4.4248491276627435e-06,0.00027970290270055547
4tjo8a,DerWasserspeier,0.0,-0.9999999900923238,-6.539515550711445e-06,8.675252217131775e-06,-1.457300447978951e-05,1.066425747949106e-05,8.207328374470495e-05,-6.80901939474882e-05,-4.841393966534451e-07,-2.603796708227002e-07,8.62350718484218e-07,-1.2168386990676492e-06,3.034253779176823e-07,1.6884970367349523e-07,-6.497873220602623e-07,-1.9540885739412262e-08,-1.7189790220896206e-07,2.0044377307304057e-07,8.941918445492909e-05,0.0,0.0,0.0,0.0,0.0
4tjo8a,Madplato,0.0,-0.9999999911648296,-5.571322876622515e-06,8.552666226994327e-06,-1.4823501679376246e-05,9.182044528167692e-06,8.500816476719094e-05,-7.120365404275983e-05,-1.5874168804466317e-08,4.6651367515041374e-08,3.6718242711355186e-07,-4.6227007417279385e-07,3.5155908258026814e-08,1.3423018785689429e-07,-2.8790496915008487e-07,4.8858706760095166e-08,1.7640936711214407e-07,7.046468622589206e-05,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,roussell131,0.0,-0.9999999900243088,-7.316076353393861e-06,8.88704192436551e-06,-1.4644812165442575e-05,1.1799395263685475e-05,0.00013951767518388458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,Dinaverg,0.0,-0.09986562659017474,-0.054740167030271854,0.024940013963760947,-0.022023834962811017,0.09570816919666404,0.05589015437502507,-0.035696681529809635,-0.034065521176513736,-0.013886793455229371,0.016074067906943764,-0.00632034646823429,0.01740388754657471,-0.005306688404878311,0.0002875553667153429,0.00702690452261208,-0.9850547644688652,-4.3071566337146797e-07,-2.9702498005064563e-05,-1.7339176515775878e-05,-1.7266970943535825e-05,8.370091098918829e-06,0.0005186328433991699,0.0
4tjo8a,forestfly1234,0.0,-0.99999998584189,-5.458781162424675e-06,7.969294041986885e-06,-1.3239068812667371e-05,9.707866691481077e-06,6.959806185523175e-05,-5.755775595524291e-05,-1.2163904329121886e-06,-1.8573370962452122e-07,1.9450982005158825e-06,-2.0007990441210545e-06,0.00014066737366116936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,mylifeisprettyplain,0.0,-0.9799865959907984,0.010984414344653548,-0.004990417948657364,0.004396425670369656,-0.019196433957290662,-0.011110906470025385,0.007069497388172466,0.0068250946243798285,0.0027883743204476738,-0.003229536920433723,0.001285603579220602,-0.003484331958997836,0.001064844194316409,-4.9678307177496446e-05,-0.00139297076923935,0.19707306118845594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,Iustinianus_I,0.0,-0.9999999882607736,-5.849647448058343e-06,8.298952223680237e-06,-1.3940204736008429e-05,9.914295370852318e-06,7.63361445668318e-05,-6.322919503652418e-05,-7.337600441894749e-07,-1.7188144416291305e-07,1.2664848651148377e-06,-1.4951381104403763e-06,4.6396855686920175e-07,2.85182795412569e-07,-8.99935546942576e-07,1.6993432072686921e-07,-7.105962067683745e-07,1.8441899618139805e-07,5.214555892087708e-07,0.00011511406360338472,0.0,0.0,0.0,0.0
4tjo8a,stratys3,0.0,-0.9999999851313984,-1.1709414829085917e-06,3.813814404099472e-05,-8.680226741559245e-05,9.951777971911311e-07,2.2215239002678752e-05,-1.8424779526766794e-05,-3.404927293354255e-07,3.6598766992814405e-07,7.411530243386709e-07,-5.260476721477269e-07,3.7784288633196014e-07,0.00014110804889739745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,Raresandrei,1.0,0.99999998386141,1.9775623074385497e-06,-7.123918653525545e-05,0.00016491891135040598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,philotrow,0.0,-0.999999994748777,-1.3658881022999286e-06,0.00010247233970780968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,atomic_mermaid,0.0,-0.9999999836682276,0.00018073058550171765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,CurryF4rts,1.0,0.999999976280274,-9.501390429351479e-05,6.073636115898878e-06,-4.416265709573766e-06,0.000195845390432423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,Nepene,0.0,-0.9999999833873288,5.151608209045913e-05,-3.639123319869406e-06,2.4957806005627516e-06,-0.00010295544953695435,-1.869321421457001e-06,6.006058964924317e-07,8.652577038255934e-07,0.00014123574367071954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4tjo8a,MyPenisIsaWMD,1.0,0.9999999614727918,-3.547269692953684e-05,-4.805868811449647e-06,5.532999109975971e-06,7.538327314100769e-05,-7.757513447688645e-06,-1.546656017162012e-07,9.255964043312892e-06,2.6771794421753347e-06,-0.00020598194605002108,0.0001657653437858921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
