tree_id,username,label,1,2,3,4,5,6,7,8,9,10,11,12
5tmr76,Ramza_Claus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,TheRadBaron,,8.715718480121417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,metamatic,,-5.906955592406051e-06,7.805777975222435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,masterFurgison,,-2.7979853769591694e-05,-3.415111015914558e-06,8.039169075642532e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,FOR_PRUSSIA,,1.6728707286347162e-05,-2.4012420436932818e-06,-4.3197040743548976e-05,6.055908907800677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,The_DongLover,,-1.2125158174835558e-06,-5.766269283858363e-06,7.681457602977266e-06,-7.5000579959383945e-06,4.52964087657156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,heelspider,,-5.732469415463803e-07,-1.1901661954466149e-05,4.129226043066685e-06,-5.861585423452667e-06,-2.7823821285012506e-05,6.454557731443291e-05,0.0,0.0,0.0,0.0,0.0,0.0
5tmr76,Squiddlydiddly56,,7.277036201988188e-07,1.223351372722316e-05,-2.8215077733322886e-06,5.036244285356369e-06,2.765202454800291e-05,-6.369428837758645e-05,2.231013379123269e-05,0.0,0.0,0.0,0.0,0.0
5tmr76,One_Winged_Rook,,9.770074378210476e-07,1.497738295857925e-05,1.9351778810450653e-07,4.488472244818408e-06,2.6727571727500642e-05,-4.678477197465909e-05,-3.065545754187844e-06,5.8224115072628676e-05,0.0,0.0,0.0,0.0
5tmr76,Crayshack,,8.5565688049287e-06,-6.8405565308662825e-06,-1.36636371478762e-05,3.096828182540149e-06,-5.0711091812880765e-06,-7.975217355161409e-06,-8.328414224808843e-07,4.304636054195178e-06,9.731591526162864e-05,0.0,0.0,0.0
5tmr76,Transkar,,-4.5950425616782715e-06,1.563977086803362e-05,1.681800181418638e-05,-1.7238213346588925e-06,8.386615614736943e-06,1.3266916614310474e-05,5.53137561764331e-07,-8.767318023354061e-06,-5.844044837957577e-05,6.799611871776815e-05,0.0,0.0
5tmr76,bguy74,,8.033776480385698e-06,6.565095053089524e-06,-1.6036847424881898e-05,1.611806836250362e-05,-1.3540924593973296e-05,-9.448770884109976e-06,-3.824429150480364e-06,-5.469902664578714e-06,1.0017109932368183e-05,-1.4195558567487978e-05,8.153853929582271e-05,0.0
5tmr76,wolfram184,,-4.420226466136617e-06,-2.3063612156902167e-06,1.4619350722053128e-05,-1.4658304786616336e-05,2.259991320539202e-05,1.9829616789825617e-05,4.835348083871666e-06,3.0756553073261837e-06,-3.545445031089349e-06,8.673242209496796e-06,-7.151339571657785e-06,7.253450052207467e-05
