tree_id,username,label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
6gzcnf,Reason-and-rhyme,,-8.447339495333153e-07,1.1959423586130716e-06,-1.5698190498966974e-07,-1.9336710191723304e-07,-2.8973265652873013e-07,4.5625694936475745e-08,-3.1770333556797382e-06,-0.00011214481369069372,1.0113308532319855e-07,7.866578628370959e-08,7.863056859427787e-08,9.139041554946324e-08,7.851453441859183e-08,8.85598157147465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,mostlyrelevant,,1.8342979826823696e-06,-3.874493130423989e-06,7.443454999142027e-07,9.113457616084671e-07,1.280074807251417e-06,-3.543486785557446e-07,7.021961324395499e-05,-2.423631319081478e-07,1.0450815178035351e-07,6.637187104967594e-08,6.634215668434031e-08,8.342603543991951e-08,6.624061796606452e-08,8.328003947186142e-08,-9.467979059332151e-05,0.00017701736759446083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,severed-identity,,-6.70524073688073e-07,1.0092657861985337e-06,-1.5948072287230433e-07,-1.932970346246968e-07,-2.5333802849874905e-07,3.2245845072669944e-08,-7.616967059695913e-07,-4.195658720870357e-07,1.929501882174237e-07,4.9754777145813846e-08,4.973338585009205e-08,1.2250201970160357e-07,4.960399800980555e-08,1.2233173812522351e-07,4.3237037645078303e-08,8.782703612163554e-08,-2.9124430609495664e-07,-6.438822677146437e-05,4.7133531623222634e-05,-0.00012520680530635702,0.00012516429512923597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,Mathewdm423,,-2.535900665401667e-07,2.935228296171062e-07,-5.105308085451778e-08,-6.10765058977723e-08,-6.834671314425613e-08,-2.0965971359518112e-09,7.581565765401247e-07,-1.3523069803326615e-07,1.0119516858933293e-07,-4.7561161514043537e-08,-4.7539873277081335e-08,3.142752163799032e-08,-4.754510515758912e-08,3.1438524434562526e-08,-1.2380769999106887e-07,-6.334110673578451e-08,-6.881874248606566e-09,-0.00011326030427407952,-4.5017830669106065e-08,-6.1955320198484e-08,1.2775034365770923e-08,0.00012519763689335393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,hijh,,-1.9067433218599514e-07,1.861189975586476e-07,-3.2467682051306646e-08,-3.8619495176026296e-08,-3.908901256806966e-08,-6.627448923884433e-09,7.327570214617523e-07,-9.693911041653526e-08,8.169747125780793e-08,-4.714797300279578e-08,-4.712686921456546e-08,2.055469483331961e-08,-4.712224709580612e-08,2.057277209821791e-08,-1.1833296860420587e-07,-6.342331912463591e-08,8.683481906061775e-09,-0.00011334662266126499,-1.6175731295879982e-09,-6.208620031815808e-08,3.0115905868895333e-08,6.24214136501315e-08,0.00010226127275458671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,neofederalist,,5.588587894180276e-07,-6.327009699105097e-07,6.572236440248618e-08,8.600538426886688e-08,1.3910284078611767e-07,-1.441981657557616e-08,2.1247874180538555e-06,3.4957184976653534e-07,-1.3601677580357153e-07,-1.7494953709109226e-07,-1.7487210343804707e-07,-1.4494219032348824e-07,-1.746683505756428e-07,-1.4463538642892027e-07,-1.7780450704808443e-07,-2.4610665088013864e-07,3.7924615038930393e-07,-1.5794691214856674e-08,-9.421584412376119e-08,1.825998004774553e-07,-1.7988061882008246e-07,-2.0192021713285398e-07,-1.9855608924769075e-07,8.871086906550425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,Pinewood74,,8.065873969677987e-07,-9.916406318595248e-07,1.1731176194759939e-07,1.502987771290315e-07,2.3468464898432326e-07,-3.308121992268816e-08,3.101239233701772e-06,5.072617413852533e-07,-1.8987121545485305e-07,-2.4125451609749433e-07,-2.4114651265220606e-07,-2.0203299312352329e-07,-2.4086140358799085e-07,-2.016098953164121e-07,-2.706720354494534e-07,-3.4359850164316683e-07,5.488928935074801e-07,-5.837504694570695e-08,-1.1219813289498696e-07,2.5417185779774555e-07,-2.4684271186853307e-07,-2.7498026075670507e-07,-2.745463958887082e-07,5.48730895788661e-07,0.00010254050306728552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,NIkaTheGreat,,1.3305847343362485e-05,-2.6103918087011817e-05,4.790014034927994e-06,5.877730534349912e-06,8.264548292791565e-06,-2.145881271776996e-06,0.00039460506098840077,7.554927958168517e-07,-2.3928199193692176e-07,-1.871377386383076e-07,-1.87054846159172e-07,-2.0588793863538338e-07,-1.867888411780932e-07,-2.055100590258469e-07,-2.750063392193048e-05,-2.740940698120329e-07,7.040587485901188e-05,-2.9574087569385945e-07,1.0512925927921332e-07,1.165521775297678e-07,-5.767693486746782e-08,-6.007849596565213e-08,-9.900186621677248e-08,4.20566533627064e-07,5.289377296881571e-07,2.831935396651061e-07,-1.3421104921732846e-07,4.329231849280023e-08,-9.266407664212237e-05,0.00012521372739948529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,firesword24,,3.7745328826613394e-07,-9.28421045246698e-07,1.9171445341605263e-07,2.2249469627398108e-07,2.638744163905946e-07,-4.643382987094049e-08,1.6302254504567353e-06,-2.0388061637841338e-05,-9.25687041416224e-08,1.227087315909048e-08,1.2265382512756475e-08,-4.32882174063507e-08,1.2300781411848764e-08,-4.3256998444115733e-08,-2.392651325221503e-07,1.7735483877646688e-08,4.535758032884939e-07,-3.69263898539036e-07,1.4619878620640342e-07,5.7365988960121145e-08,2.5654371972689784e-08,5.841249646773027e-09,-4.458876676767197e-08,3.3817855490020573e-07,4.108298137955481e-07,-6.620478754894627e-05,-1.3471327362171721e-07,5.479588572341379e-05,-2.3792805661079363e-07,1.8832554595885954e-07,5.887482202492905e-07,-0.00010251157306091884,0.0001022713437308012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gzcnf,Breepop,,4.551022006917889e-07,-1.1093664721108316e-06,2.279300905860003e-07,2.654273211158783e-07,3.2205803204544874e-07,-6.179111994019954e-08,2.180157147462289e-06,-2.033194139350808e-05,-1.0049459706443887e-07,8.007062746439774e-09,8.003481019496968e-09,-4.829400518809289e-08,8.044564655002493e-09,-4.8252597994060585e-08,-2.977033456966897e-07,-2.8104074989650896e-09,5.340950428826089e-07,-3.988658757181499e-07,1.598158767841184e-07,7.40731693994288e-08,1.2097922976601916e-08,3.3781213236653816e-10,-5.298632295695252e-08,3.773519856870598e-07,4.6796843168316156e-07,-6.619999491100545e-05,-1.470624279688382e-07,5.481410132549167e-05,-2.9748238560285363e-07,2.321634426699787e-07,7.803622463514916e-07,-0.00010259073531979764,8.329288948367622e-08,0.00012526769824881988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
