tree_id,username,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
4u3zw0,badoosh123,0.0,-0.9687502113069618,-0.019033123331214333,0.0021316918478257976,-0.01098224971754449,0.003102125936968374,0.0037532805655076024,-0.0023996599534526607,-0.0062699774330017746,-0.006312944206939993,-0.24683387839079274,4.6678958762072615e-08,1.065465807559371e-06,1.6046742097919362e-06,-1.0524268935164149e-07,0.0001277302795686042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,Trenks,1.0,-0.12500073866897074,0.07613126583853372,-0.008510964886917544,0.04393303677145211,-0.012405973119650708,-0.014993757528229524,0.00958718909759956,0.025083613019196583,0.02525550548988467,0.9873389096699248,2.7237249459206118e-06,-1.721835163445766e-06,-1.2306532568747989e-06,4.223253126837267e-06,-0.0004930783111997802,0.000518091029873004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,Tynach,1.0,0.9687501899743198,0.01902865979239886,-0.002129861772195905,0.010979404552754993,-0.003101369507146416,-0.0037511356721956976,0.0023984888227249995,0.006269847314615683,0.0063128131969082115,0.24683454182839026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,MisanthropeX,0.0,-0.9687494555144832,-0.01902866332017409,0.0021184780341494147,-0.010983579500296091,0.00309303719479227,0.003717410875509426,-0.002378706322814952,-0.0062647424571219065,-0.006307673356871425,-0.2468382735516213,4.283429012118433e-06,-6.725458786840288e-06,3.4658642423429363e-07,5.263796621398465e-06,2.8966425807219946e-06,-9.673984579858544e-06,2.5216161025104424e-05,-8.146683788765625e-06,-8.434235974171738e-06,-1.0286625097898915e-06,-6.4073269963736175e-06,-1.720854089039051e-06,0.0002512674880900122
4u3zw0,swebsies,0.0,-0.9638968093049348,0.2662760134087589,-6.928666181493153e-06,-3.784255417453849e-06,-4.890045481723758e-05,-2.0943476509160407e-05,1.0503185693009496e-05,5.860572574685232e-07,5.900735112097661e-07,6.398300949830011e-06,0.00015050165097015125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,hacksoncode,0.0,0.6740875770828291,-0.7386514222350613,3.170485678789269e-06,1.5760376764887498e-06,0.00012182030423574682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,exosequitur,0.0,-0.8003129344125236,-0.5995825125273538,0.00013297895100293272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,PreacherJudge,1.0,-0.5697548480006969,0.8218147073274504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,minerva_qw,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4u3zw0,PorkyPotPie,,0.8003460083036122,0.5995383393216398,-0.000113690720922163,0.0001837126689729892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
