tree_id,username,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4ulnbu,ralph-j,0.0,0.04491756774292113,0.039645479696644365,0.9982035484239208,-0.0005196664931037665,1.9842814940204072e-05,2.5478043993598694e-05,0.00022992486652041806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,Anarchy_is_Order,1.0,-0.2929754545554852,-0.03794942001590969,-0.9553663939239728,0.0005271709088364481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,awenonian,0.0,-0.2117378702313049,0.038817113921404515,0.9765553266337365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,Gnoccistic,0.0,-0.8530545540479914,-0.02070315371826682,-0.5214107524394976,0.00031155417133167505,-2.585998982826624e-05,-2.9465567869241674e-05,1.0645671482203634e-05,6.4835772221062e-05,-8.842000696836685e-06,-0.00012018030150888809,9.08086004302856e-06,-5.479779077308796e-05,1.7117784058982235e-05,-9.697483549501266e-05,6.527423598343051e-05
4ulnbu,Wrestlingisgood,0.0,-0.911699504342378,-0.016302407099339826,-0.4105339011722144,0.0002778251060094921,-1.5350045825442654e-05,-7.086423028569594e-06,-6.63813487566511e-06,0.00028944128274059643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,z3r0shade,1.0,0.7271546400721971,0.02723817599863305,0.6859329308439694,-0.00043047250296261366,1.5967684406579917e-05,1.5529628735209024e-05,7.145166794486157e-06,-8.066365546618832e-05,1.367575487109552e-05,0.00018173091631622495,0.0,0.0,0.0,0.0,0.0
4ulnbu,LaoTzusGymShoes,1.0,0.8741120880137395,0.01927829920142324,0.4853413198683456,-0.00034206539416944525,-9.388910379373741e-07,-1.8427089648150484e-05,2.060714870608464e-05,-0.00012701274200569863,2.66430759470164e-06,0.00010076853193085373,2.0491028851461907e-05,0.00025201045780346137,0.0,0.0,0.0
4ulnbu,cacheflow,1.0,0.9116951755835552,0.016302622336794068,0.4105434740795806,-0.00028569342331524864,2.1161623700846974e-05,7.287058807734488e-06,1.3655213703572585e-05,-0.00027703854777628723,0.00016779396172580512,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,meur123,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,Zeiramsy,,-0.9999999672570544,0.0002559021094087933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,scouseking90,,0.2930106477368061,0.03796412197735237,0.9553549055084632,-0.000642828694789625,0.0002775743690540538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,kabukistar,,0.9999999510672384,-0.00023559421086825425,-1.4273004211927545e-05,-4.5597707653815616e-05,-4.2586695734840414e-05,0.00019561286224904266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ulnbu,Sheexthro,,-0.7271500606089953,-0.027240207559866652,-0.6859376989140605,0.00043678976680330963,-7.604272057275924e-06,-7.762819389418164e-06,-7.988356381234475e-06,7.755324964520739e-05,-1.2843831116856935e-05,-0.00018013116527569324,6.374170916761616e-05,0.0,0.0,0.0,0.0
4ulnbu,UnaffiliatedOpinion,,-0.9999999679659296,2.6120915905755003e-07,1.3652002645740795e-05,2.433270062326564e-05,2.8696992378785688e-05,2.7832485536634356e-05,-1.2459096572885887e-05,1.4519135788984622e-06,9.585704860469151e-07,-9.353276667498326e-06,-1.8823152465781614e-05,1.9847742687277202e-05,0.00024636855622865917,0.0,0.0
4ulnbu,notduddeman,,0.9999999528293438,1.2217238151683454e-05,-3.692227892751061e-05,-9.984090402823368e-05,-9.704773497583068e-05,-0.00011251952408525962,4.945627818582622e-05,-5.8638759844061125e-06,-3.2518107259234863e-06,3.0649590384989334e-05,6.524559255714745e-05,-7.263104072380378e-05,-0.0001719690484566058,0.0001350769882901885,0.0
