username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
lookafist,0.7019348003788215,0.018353431877802768,0.01907141200144838,0.008587555924965835,0.008359268241962032,0.664550901675397,-0.026250978652294785,0.005423152723429984,0.004184376083667836,-0.013804564244998001,0.003347128081792435,-0.000498330350667764,-0.012455036795232001,-0.01941528456349923,0.0043387409877030485,0.004130587915024412,0.003608215460549225,0.00358795273282682,-0.03542710158288228,0.0037855841595390814,-0.004228243807615091,0.020012627046591628,-0.010260354757408363,0.0025620011747458705,-0.009110149311480888,-0.013026155704337468,-0.24744934511081396,0.00021662924269138942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MustLuvPolarBearDogs,-0.7019257628076262,-0.0183285414090972,-0.019080355705057245,-0.008593213263635553,-0.008364775189632023,-0.6645516603304389,0.026238234221849926,-0.005423653172358342,-0.004179844248632756,0.013807210426019985,-0.003342619609390837,0.0005001510236444595,0.012448859463191029,0.019434708928439175,-0.004334416525737671,-0.004126470926212951,-0.0036047171103097144,-0.0035879891535057573,0.03543948373425102,-0.003773835537843818,0.0042174657182338015,-0.020000187590721846,0.010267505638329146,-0.0025568581412732275,0.009098596416081099,0.0130087919050574,0.24747461417885674,-0.0002466556845213458,0.0001895675930464241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RedBlackSeed,0.0003655689728364268,-0.02249392991633577,-0.031166465237094494,-0.02960407313516648,-0.02881709139825186,-0.9952985416218288,0.008242869714029502,-0.001680192001185356,-0.0012815791901641305,0.004330071278946312,-0.001020026186457063,0.00016295026756895932,0.003841341534078576,0.006100356088090652,-0.0013267138843787438,-0.0012630641784419127,-0.0011052219830335408,-0.001108253484526548,0.01127595836183081,-0.001142876845286973,0.0013066360981902009,-0.006205707605897352,0.003188994015193925,-0.0007936955682725229,0.0028157531451730848,0.004028407256564617,0.07643835720010743,-0.00022158532981792127,9.239832150986959e-06,0.0001623102762196061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StaySkepticYT,-0.7024679698078983,0.012371732573022001,0.023484628621285003,0.03183504295436731,0.030988753940403242,0.6944245601954201,0.015007848825383084,-0.003127310345335783,-0.0024367461291114625,0.007887941446188871,-0.0019567635001103076,0.00027439959014674754,0.007211025637580766,0.011076752544650606,-0.002529912247353863,-0.00240853856056693,-0.0021009802013902514,-0.002074859013970363,0.0200253268155409,-0.0022361351265751173,0.002448385882926005,-0.011554130316184201,0.005897998522876064,-0.0014793351467203713,0.005265919018026818,0.0075270877601689296,0.1430570681297042,0.00012299754796244282,7.007947955643374e-07,-7.008122070796568e-05,0.00013017870808923587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindsiria,0.8104531524164724,-0.008653784134588623,-0.019309551027871436,-0.029333975630415687,-0.028554173874839845,-0.5524239169176492,-0.019378407739022406,0.00403051552929539,0.003133951648676458,-0.01018758457254687,0.0025144903562584232,-0.00035581870950656297,-0.009283484617784499,-0.014306207403853723,0.0032525901098429586,0.00309654562171861,0.0027020292739373536,0.0026716788182960583,-0.025923229670590475,0.0028662961205544067,-0.0031535141336063743,0.014885811125157657,-0.007601894938763643,0.0019066604433108977,-0.006782232721067147,-0.009695005625443289,-0.18417233600138444,-8.80717511722649e-05,6.300526481676953e-07,4.86394612495923e-05,-8.915742533363688e-05,7.852400226397444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zhentar,0.943117870507849,-0.00033210005058155755,-0.008969969749892876,-0.021311029686984503,-0.02074450638727196,-0.21162760658117255,-0.026122858636926035,0.005415545573687676,0.004206510260440047,-0.013723035899207316,0.00337259221358811,-0.00048233188165306123,-0.012468971888794466,-0.019295879265906236,0.004365258416781286,0.00415583316363984,0.0036273528555237564,0.0035893121222211038,-0.03505169958437968,0.0038309699849942026,-0.004239109991974124,0.020013248653483032,-0.010229149037759821,0.002564881756774201,-0.009113661113043615,-0.013030110991664031,-0.2474509466291079,6.781741719365863e-07,-4.238730948593225e-06,3.1692915718192057e-06,-6.182948544967652e-06,1.7752974559520044e-06,0.00013607098945308548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blank_dota2,-0.0927999461130986,0.02116286288282247,0.03179848795583648,0.033901116094675186,0.03299990358740253,0.9938262857886451,-0.00017299314528294459,5.7920226475689184e-06,-1.2922261993830755e-05,-3.2355150367085446e-05,-1.410114142725265e-05,-9.802335824748888e-06,1.7625461297970923e-06,-6.970047470091761e-05,-1.442099810740747e-05,-1.3729152785402907e-05,-1.0462388689147684e-05,8.885560587161148e-07,-0.00036048298369851703,-2.937408871093487e-06,1.0057038905440733e-06,-2.2074684640597273e-06,-1.8752825810212015e-06,-1.5687201367515153e-06,-1.7422376575435291e-06,4.462946136145321e-06,-1.0578523860419361e-05,1.2108125829241168e-05,2.878923275269404e-06,-1.918316865867115e-05,3.885433016820354e-06,2.0185754995514372e-07,-1.952508036648582e-06,0.0001621232679459117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TrueLazuli,-0.08212657878890212,-0.021180102825853038,-0.031829048332828604,-0.03393194907326988,-0.033029916915817595,-0.9947617580113467,0.00018336570313216228,-7.921036456155102e-06,1.4557266908365682e-05,2.9059704841566278e-05,1.5514351333193235e-05,1.0225711426867058e-05,-6.831984501321844e-07,8.094669103243309e-05,1.5778274552376392e-05,1.5021313723796913e-05,1.1383179183243719e-05,-1.5528495023847946e-06,0.0003920145493310104,6.578290006562757e-06,-1.633434652781057e-06,7.33821909348892e-06,7.787940055994644e-06,1.9932424265616152e-06,1.20862075380413e-06,-9.457546697565596e-06,1.8925542437428616e-05,-2.6760420593507357e-05,-4.477833400110606e-07,3.484720577867461e-05,-5.974532422309725e-06,-1.1258496406010447e-07,2.098701365027078e-06,-0.00010519477488658209,0.00015043056330275517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nephilim8,-0.33649970671842805,0.02001765188234719,0.030071741720327942,0.03206378523412413,0.03121141553173456,0.9399258242216344,-0.0001451292580657097,4.755256845507666e-06,-1.0031423232614698e-05,-3.770149143699221e-05,-1.1578341769095422e-05,-8.013368209757995e-06,2.9094822775419095e-06,-5.586287401092326e-05,-1.1949211611502996e-05,-1.1375948837380346e-05,-8.634226975079652e-06,4.139753661389086e-07,-0.00029541716974515805,-1.2290881991265868e-06,7.669419856211435e-07,2.5209742390479793e-06,5.726764086322639e-06,-1.2367586049852238e-06,-1.9222174310114364e-06,2.410936492220685e-06,5.559566989691514e-06,1.2548730986274753e-06,6.625588194559899e-06,2.8357373171762146e-06,-1.5158378205866081e-06,5.248884182803536e-08,-1.0994563020507378e-06,6.205634166955963e-05,-8.439060683922859e-05,0.0001133751844420045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mudra311,0.9943119024554753,-0.0022796912881679955,-0.003400371920222815,-0.0036339435075724616,-0.0035373403375923915,-0.1063075666638442,-6.0584947515232576e-05,7.67810164576352e-06,-5.181199001410838e-06,3.159020201378604e-05,-3.4167209546646416e-06,9.237483082115029e-07,-7.678153466199237e-06,-2.8112522337899236e-05,-3.0750559255894995e-06,-2.9275350013222157e-06,-2.192442850271363e-06,2.5127053032704982e-06,-0.00012818734579456677,5.514430547639245e-06,-3.938857237934885e-06,-1.4731434479909922e-05,-2.7568997685399513e-05,1.5233560593372937e-06,3.7643825141861615e-06,1.5824295442794533e-05,-3.340465604624605e-05,1.1251602163322387e-05,-1.7473712646108e-05,-2.2941166608439125e-05,-4.663052629773602e-06,4.874321304353796e-07,2.620329214380848e-06,2.5123945905049407e-05,-4.496324865235715e-05,-9.180158058482468e-05,0.00016586518144208053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10z20Luka,-0.2648902326803642,0.020498313809180404,0.030794917563425683,0.03283303348270954,0.03196021441791145,0.9624785979732522,-0.00015709925093758604,3.976469568387525e-06,-1.1259762884581502e-05,-3.5490472215887426e-05,-1.265334869276237e-05,-8.998113957371132e-06,2.91385207567121e-06,-5.4333103211493466e-05,-1.3120745797963015e-05,-1.2491280088619547e-05,-9.632176166104382e-06,9.676886367134422e-08,-0.0003165921799118242,1.5764647476748212e-06,8.019008897861374e-07,3.31995084371976e-06,5.8756791093697306e-06,-1.1226514350041231e-06,-1.5303387962905076e-06,-1.1353807458834504e-06,-6.216211057946147e-06,-2.430172590012589e-07,5.458802012068282e-06,-1.0608457994852928e-05,4.166800530195956e-06,1.2952768902646722e-07,-1.5724113798365611e-06,-1.3063000830935758e-06,3.605230542944024e-06,6.457680680512365e-06,-2.1408711568734355e-06,0.00010776313169174391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SmileyFace-_-,-0.26489420038696726,0.020496208052977003,0.030796432679142303,0.03283277500160342,0.03195996280831777,0.9624775127966854,-0.00015653753183947233,2.4437083978893853e-06,-1.0034148281967979e-05,-3.357361847492986e-05,-1.1373745991065388e-05,-9.933842179084247e-06,2.7880137801545105e-06,-4.538931054321874e-05,-1.179434290216729e-05,-1.1228511636313335e-05,-8.751841181639434e-06,2.824128616540392e-07,-0.0003007791750332209,5.239092633549012e-06,1.4356346618510643e-06,6.230576533577273e-06,1.5571957097069757e-05,-2.2256056904125843e-06,-3.1085307321199852e-06,-2.3185723707764582e-06,-1.526144961340797e-05,-6.189263153401154e-07,1.3039010233385359e-05,-2.991921862302003e-05,1.1106270923788229e-05,5.301338077343213e-07,-2.395199619266626e-06,-7.324490885124935e-06,1.2179153320110835e-05,1.7203913818294067e-05,-4.898799796183429e-06,-1.8692209072567278e-06,0.00018353968771289635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KatMcTwitchington,-0.8863320856823764,0.00985300974049416,0.014785000435859072,0.015771649931095456,0.01535238325891793,0.4621853230039015,-1.5001151603621207e-05,-4.603630527634142e-06,1.6085896703507396e-06,-4.202354277531985e-05,-5.565257040999679e-07,-2.920709637770417e-06,6.669642812528148e-06,3.963166894707675e-06,-7.700038147565599e-07,-7.330578804318821e-07,-6.293131076085401e-07,-1.8607247461572203e-06,-1.6033132136125413e-05,-6.722944494634038e-07,2.3190383712520805e-06,1.5042286022720908e-05,2.8973106740064912e-05,-9.429059405265545e-07,-3.993977021881236e-06,-1.4360013404141253e-05,3.453241379620069e-05,-1.3480306492543669e-05,1.861510838441842e-05,2.3902054470744487e-05,-1.661435223983389e-06,6.743863450764069e-07,-9.147234530711268e-07,-1.6879606418131136e-05,3.312038054764948e-05,6.956470536186637e-05,-0.00013073810652675688,3.371488871587874e-06,4.947583113265562e-06,0.00011468048488268249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AssBlaster_69,-0.39910622107528204,-0.0009212833280347227,-0.02475794756089662,-0.05880344159983681,-0.05724023606297356,-0.5835695013350235,-0.0720549816513765,0.014963356325199854,0.01160984217894015,-0.037898761387669615,0.009307068917846653,-0.0013254900456562996,-0.03441921943743546,-0.05326638694562607,0.012044499829700414,0.011466659502323062,0.010010798714127913,0.009907946324668718,-0.09674641615181229,0.010534178418513633,-0.011691360726089048,0.05519160230791987,-0.02824136666674283,0.00707733533120342,-0.02515526954463949,-0.035948634683093054,-0.6825056961627937,4.9852638087701956e-05,-2.8515417894523413e-05,1.6730860081181277e-05,-1.5570384609798787e-05,8.251997332416738e-09,-1.765174205012849e-05,5.761420465165769e-06,-1.3054541696199914e-05,-2.3365393780076737e-05,1.6531623800748095e-05,-3.892115956281505e-06,-4.728907709705362e-06,-2.487982153781438e-05,0.0003288943833070345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oksooo,-0.9999999956314348,2.2396722336628366e-06,-7.399040632100697e-07,-5.178593723889396e-07,-5.0409513742095e-07,-4.437711591083821e-06,-2.046262691540841e-06,-2.5469905702637413e-06,3.3877535044350546e-06,-4.673751561783591e-06,3.0363516514093e-06,6.120010440813351e-07,6.126903976029732e-07,2.82256013521108e-06,3.5148497075923464e-06,3.3462301646120715e-06,2.596942958743012e-06,-3.605517160772297e-08,2.684816860371716e-06,2.530143435537535e-06,-3.4147823933584626e-07,2.4670041759117183e-08,4.385891714549255e-07,-2.0541657167056784e-07,2.959818971354495e-07,-1.749606420009046e-07,-1.6787307628255538e-06,-2.231740629401112e-06,1.1741368108127023e-06,-2.939117615456826e-06,2.7332790169464067e-06,-1.8892863415263476e-07,9.954051650446478e-07,-1.6146576767835721e-07,1.6580436406500045e-07,5.041027540939029e-07,8.174445182739682e-07,-8.037478270451549e-07,-9.248172291641718e-07,1.1055627870963846e-06,4.2133910432011136e-06,9.250555645053537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
techgirlthrowaway9,-0.9999999956122477,2.441282826137454e-06,-1.073330475159554e-06,-5.767660334264467e-07,-5.61431637727282e-07,-4.161032712673089e-06,-2.0931255992928016e-06,-2.3845458584285177e-06,3.439606212482959e-06,-4.250324997027364e-06,3.1076716142730627e-06,6.901009474941614e-07,5.388660217088911e-07,2.961160414341604e-06,3.5305368563264484e-06,3.361163669698187e-06,2.6607324384121827e-06,-3.173662826506357e-08,2.492878283625583e-06,2.594245548022898e-06,-5.280357534626534e-07,-8.558829376057852e-08,3.504903806241605e-07,1.7003040042749997e-08,3.59325466612252e-07,-2.618873900522623e-07,-1.7171610650410633e-06,-2.196363299393685e-06,1.1467068030008663e-06,-2.6103920100283757e-06,2.4782470695420505e-06,-2.0593232559529484e-07,8.645928461503086e-07,-2.1645144567242373e-07,1.6143397361516474e-07,3.421612444936401e-07,8.500955993542139e-07,-8.145017166928278e-07,-9.445451860407805e-07,9.616768656783729e-07,4.190038666067769e-06,1.9546756217189816e-06,9.273228799970344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kranebrain,0.9999999873575752,-5.463333663085656e-06,5.871794797244365e-06,3.45042917425593e-06,3.3587075471512933e-06,7.905924977751494e-06,2.9958481732919828e-06,-2.9223529486329968e-06,-3.111452900887885e-06,1.2904329025471616e-05,-2.3563808415547713e-06,-2.4298455826967528e-06,2.6705867680210888e-06,-7.916555590926725e-06,-2.3348101476865136e-06,-2.2228040547107193e-06,-1.877574115130937e-06,-6.33181799280508e-07,-5.144163810343578e-06,-3.5269063302611004e-06,1.5023131974726231e-06,-1.2778905443002415e-06,-3.860221364080873e-06,-7.646206543286422e-07,1.65757972998142e-06,3.885376618473316e-07,5.311792449915674e-06,6.8696197777465066e-06,-5.735727314587031e-06,8.010983481418787e-06,-9.303916184957264e-06,1.2558270665557388e-06,2.4238447478904453e-06,2.1375069478420472e-07,-7.250750999567425e-07,-2.7629135640345644e-06,-2.4626420505972127e-07,1.3702172612480077e-06,2.166853418618227e-06,-3.0830738999978442e-06,-7.885578150633804e-06,-2.796013069600234e-07,-8.51651154070581e-05,0.0001310654916170039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safarisparkles,-0.9999999916195204,3.7789487760982044e-06,-1.3811857393685564e-06,-1.799168796765241e-06,-1.7513424918328824e-06,-5.724266917706463e-06,-2.5048527855916645e-06,-1.991833495551087e-06,3.5921423229520793e-06,-6.220808969834081e-06,3.156031087060726e-06,1.3217044439136827e-06,-4.741723109309377e-07,4.938209642957928e-06,3.6780762474814145e-06,3.5016257775409257e-06,2.6394234553231013e-06,2.1690714930428948e-07,3.842099724175974e-06,3.0930000775602048e-06,-8.097884055698786e-07,7.959835034645756e-07,2.5664489458455774e-06,-9.572826487166216e-08,-4.3203139029352667e-07,-4.4120839883227004e-07,-4.055107842084461e-06,-4.18282971201629e-06,1.7476457052475031e-06,-4.850061078524268e-06,5.194197041678343e-06,-6.958620675566807e-07,-4.7664586733036716e-07,5.192158747926717e-07,-4.6433780406140715e-07,6.856601015553593e-07,1.785931853093928e-06,-8.129050500049489e-07,-9.945600840987408e-07,1.7417048755758255e-06,6.496918217742187e-06,1.5127565695351652e-06,1.609030175021898e-06,6.535484366697641e-07,0.00012805306923360945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xbnm,0.39906649413510664,0.0009212515617432334,0.02476853605295347,0.05881687027473748,0.05725330775077408,0.5835838292493184,0.07207572449911674,-0.014971724568759663,-0.011616400344368071,0.03789438541087029,-0.009313620720370194,0.0013204055317791623,0.03443237847158509,0.05323371988505356,-0.01205102207588162,-0.011472868838189567,-0.010015742035404378,-0.009911020594119925,0.09671378054804451,-0.010561567875769087,0.011698911989832679,-0.05520850604492656,0.02822681512443908,-0.007080448010974788,0.02516169355890405,0.03595166992353731,0.6825161142359784,6.279329066412998e-06,8.416333554344185e-06,-1.590582816771796e-05,1.579641003151912e-05,-2.718846913508304e-06,2.245246852331692e-05,-6.9218385874480676e-06,1.1397788364608575e-05,2.8492986369843057e-05,-1.9387373878829466e-05,-5.143329835107682e-06,-8.724035319369521e-06,2.495959099207898e-05,-0.0003318407065760507,-1.3703334072741513e-06,-1.5288844090156188e-06,3.279899973677915e-06,-3.2369813516143334e-06,0.00019677128109320635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The_Real_Mongoose,-0.5481229633836634,0.0008393109493878557,0.02257723959348176,0.05363472141693674,0.05220891892118919,0.5323354005581156,0.06573292630702504,-0.01364441600483239,-0.010586701230872308,0.034565527291274475,-0.00848652963537827,0.001210859675694068,0.031390932664299966,0.048584700523650944,-0.010983732612721895,-0.010456783070315714,-0.009128630745903898,-0.009036625737821526,0.08825083455761427,-0.009619569797097527,0.010663394136173256,-0.05034291384963059,0.02576382053416963,-0.006454492887394207,0.022938781332057963,0.03278784592623645,0.6225781244343632,-2.914497096914912e-05,2.877395520585444e-05,-2.103090110445205e-05,1.7845222381391828e-05,2.6516062607328833e-07,1.048820399238478e-05,-7.931632281842283e-06,1.7480946852729027e-05,3.3455253091849335e-05,-2.6703140993932914e-05,3.1382928163540812e-06,3.228666930542595e-06,2.4918852558753847e-05,-0.0002994377790705782,3.4831803810079564e-06,3.1085876710591805e-06,-5.124525548371471e-06,4.770534412825282e-06,-2.393798038107115e-07,0.00017648748686003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spongythingz,-0.9999999897660691,-2.1211927949726388e-05,-4.245292015261748e-06,-2.817329773239068e-06,-2.742436780998367e-06,3.620582099597324e-05,1.52080167908019e-06,-3.954647633806242e-06,6.8596615795075254e-06,-7.746073198028237e-05,2.7345243760848466e-06,1.256757727219798e-06,1.804766923347572e-06,1.4231199756500852e-06,3.4565715005561026e-06,3.290744794267715e-06,2.338882638465281e-06,-5.70409467780772e-07,1.6627957822883755e-06,1.3261087854063883e-06,-8.719759694983725e-07,-2.7323427539830136e-06,3.198086955883253e-06,6.49975893987927e-08,2.6632756611414364e-06,1.7350298859844302e-06,5.7346498668863424e-06,4.617093277142832e-06,-1.4464121425178967e-05,6.559137821151484e-06,-7.065645971675291e-06,2.851092180228419e-07,3.4069981397946332e-06,3.2763324142985566e-06,-5.6104529777274614e-06,-5.4741670510927205e-06,7.895720940882927e-06,1.7684079609087654e-07,1.35601593488134e-06,-2.601019727216013e-06,-4.250097352556046e-06,3.1708050632531392e-06,2.9340282301606393e-06,1.820884746051462e-07,2.1414276077505773e-06,6.047089843985777e-07,-2.8589755425815737e-06,0.00010941350867539177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reala27,-0.9999999759189487,2.2377231253298713e-05,-1.5428772350515183e-05,-1.888245646650469e-05,-1.8380492489571446e-05,-1.6856699846541365e-05,-1.2652952310572495e-05,3.6082951666598794e-05,-9.59727984354202e-06,-1.6415611665266364e-05,-1.0090572894672734e-05,2.187340141971349e-06,-2.092889678606125e-05,1.2093324000379119e-05,-1.2909501348486937e-05,-1.229016256008009e-05,-9.097435567336923e-06,6.534238345384505e-06,-1.5175573924486123e-05,8.85734299477525e-06,-7.94502662747166e-07,-1.7634724242512653e-05,-5.570911723270622e-06,1.9005268560078555e-06,-1.770667545470517e-06,1.9634780844021144e-05,-1.7151713411124e-05,-1.068774632533148e-05,1.1721589758271922e-05,-2.7153060130447427e-05,2.2469765646021228e-05,-5.814071691019766e-06,-6.874630970647689e-06,-8.058946424577642e-06,6.435228294101343e-07,-1.2762137203713735e-05,3.4720312875377075e-05,-1.527422458572938e-05,-2.345364253042551e-05,-5.483476086072457e-07,1.6906070638007546e-05,-1.2168050343811437e-05,-9.908376419912348e-06,4.85965911280944e-07,-4.7773148465087016e-06,-3.867766147286049e-06,7.361727640157145e-06,1.55109783252348e-05,0.00019362876864663112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zesty_mordant,0.9999999672697584,-3.248698508027065e-05,1.960198044361532e-05,2.2032286341918033e-05,2.144658783523477e-05,2.9025838710438425e-05,1.8087366700136197e-05,-4.5389451015288534e-05,1.1783082457404281e-05,2.7931993845979716e-05,1.2779186138789324e-05,-3.283810354545908e-06,2.37478237226569e-05,-1.3692408866869695e-05,1.6111967859504797e-05,1.533899221507185e-05,1.151079206171115e-05,-7.52987309397223e-06,1.892027991762411e-05,-1.509290121695274e-05,1.9092719916541434e-06,2.504049841287752e-05,1.3987683574089392e-05,-3.351349333442855e-06,3.035498391858096e-08,-2.5348303077304978e-05,2.0795589065771818e-05,1.6393838899263123e-05,-2.442180284994907e-05,3.455623737120965e-05,-2.8243140707100953e-05,6.877183957963913e-06,5.74210157161716e-06,1.4592315697227778e-05,-5.140273111710605e-06,1.6230952885570486e-05,-4.071887200625925e-05,2.162132181491347e-05,3.2919785766177346e-05,1.1147427543862464e-06,-2.212847252328343e-05,1.5758167855273975e-05,1.2752823581019278e-05,-1.6475841905039828e-06,6.87664026001785e-06,2.062334197993945e-06,-1.028313613020871e-05,-2.337468926379881e-05,-0.00017524292462093896,0.00012590088088094864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p0ison1vy,-0.9999999942323493,3.4130157136715043e-06,1.0797027328480485e-06,-3.2125049939278554e-07,-3.1271001985424873e-07,-6.526268453427637e-06,-2.630281942026958e-06,-5.992194339066278e-06,4.686257672399195e-06,-5.2032196830266645e-06,4.263510776789232e-06,5.665154646152094e-07,1.6517400939826864e-06,2.842339072808289e-06,5.235522450934601e-06,4.984353263370469e-06,3.6556405628499825e-06,-2.083633302050304e-07,3.8316707235351926e-06,3.409447305823683e-06,-2.958332948733755e-07,1.4673418393400512e-07,5.272242518645287e-07,-7.885000776604059e-07,4.4675236786089905e-07,-4.13999872868812e-07,-2.1503389225744018e-06,-3.1467449420331347e-06,1.4270468006376206e-06,-3.677102264739454e-06,3.2266563981180603e-06,-1.5639599350448556e-07,1.7345593056399266e-06,-1.7715073842089588e-07,2.085825601813251e-07,5.604082050892582e-07,1.1182559655560422e-06,-9.495715790432163e-07,-1.021004399998967e-06,1.5289696720165637e-06,5.219642574660984e-06,2.7032068530364864e-06,2.6892114553548113e-06,1.4671747393292579e-06,1.6435312515547386e-06,-8.27577492791886e-07,1.9212750479692623e-06,3.7505979039646696e-06,-8.1869676515432e-06,4.80677715242734e-06,0.0001051690064790172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoffish,-0.9999999916195197,3.7789489962305435e-06,-1.3811849228846083e-06,-1.7991704791659713e-06,-1.7513408296885358e-06,-5.7242669435407725e-06,-2.5048559723201906e-06,-1.991819287045864e-06,3.5921506546164045e-06,-6.2208105220499754e-06,3.1560378610973414e-06,1.3217091301894286e-06,-4.741731917166528e-07,4.938216369827383e-06,3.678083373739774e-06,3.501629432990657e-06,2.63942584609872e-06,2.1690857842521457e-07,3.8421016990984535e-06,3.092994900784322e-06,-8.097896999845473e-07,7.959835132666921e-07,2.5664489157750057e-06,-9.572428366543713e-08,-4.320290461888185e-07,-4.412038436504959e-07,-4.055107740354138e-06,-4.182825332751104e-06,1.7476462909082728e-06,-4.850058352099726e-06,5.194195094904699e-06,-6.958574882731408e-07,-4.7664831507406864e-07,5.192152461120685e-07,-4.643372870052658e-07,6.856598275519255e-07,1.7859286287396645e-06,-8.129051582767887e-07,-9.945608418156624e-07,1.7416982361376307e-06,6.496921121705142e-06,1.512758962739828e-06,1.6090360907443726e-06,6.53546425744748e-07,1.2105702619337135e-06,-2.086617760005305e-06,3.42578302524744e-06,2.583592800586952e-06,-3.508417248537362e-06,2.83831156570025e-06,1.4082591334181145e-06,0.0001278710731992969,0.0,0.0,0.0,0.0,0.0,0.0
starlitsuns,-0.9999999916195201,3.7789488075456816e-06,-1.3811917451257338e-06,-1.7991702654620187e-06,-1.7513433229050554e-06,-5.724266648501692e-06,-2.504855417581795e-06,-1.991832171949047e-06,3.5921458936653616e-06,-6.2208095783433165e-06,3.156033311625092e-06,1.3217043842729606e-06,-4.7417143014522254e-07,4.938211728468638e-06,3.678079303358435e-06,3.5016255578869167e-06,2.639422259935292e-06,2.1690714882687947e-07,3.842098736459579e-06,3.092998059009407e-06,-8.09790994399216e-07,7.959826446451979e-07,2.5664496568518e-06,-9.573579095008999e-08,-4.3203607850294303e-07,-4.4120950711637743e-07,-4.055107194199176e-06,-4.182832638825842e-06,1.7476427769436544e-06,-4.850063283826136e-06,5.194200134452971e-06,-6.958599941919291e-07,-4.7664994690320297e-07,5.192144560573688e-07,-4.6433689417968226e-07,6.856600469422427e-07,1.7859303408103705e-06,-8.129067293063501e-07,-9.94562423812611e-07,1.741700894638027e-06,6.496915076737285e-06,1.5127555754785586e-06,1.6090339795110365e-06,6.535516061593138e-07,1.210567055808822e-06,-2.086617024948789e-06,3.425781210548933e-06,2.5835927905847335e-06,-3.5084194620825648e-06,2.8383147990927175e-06,1.4082539304703124e-06,8.480329819476458e-07,0.00012786825662027657,0.0,0.0,0.0,0.0,0.0
