username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Chizomsk,-0.9691879861271823,-0.24632219389224197,4.036980332353144e-05,2.1889914949098097e-05,-2.1436026620203057e-05,-1.1209437370089647e-06,4.686766769884623e-05,-6.504891795659089e-06,3.83808423945881e-05,-4.537214792435041e-06,-3.3455502245892604e-07,3.220107447068065e-06,-1.6839796111351902e-06,1.7516340504543076e-05,-6.569371303557353e-05,-5.766845119378811e-07,-1.0749810041205883e-06,1.256399228855128e-06,6.815686289581706e-07,-2.5455578297723633e-07,-1.090417965526084e-06,1.3273313607830591e-06,1.2423483150239378e-06,-1.3223650361650038e-06,-2.655114721248196e-07,-1.0782727318228165e-06,1.397047169550514e-06,1.3991627581118112e-06,1.2772666673436925e-07,2.2656423291351256e-06,1.7733409610275725e-06,1.860395234282177e-06,-1.1273586865774802e-06,8.005792699805098e-07,1.0893971930735387e-06,-2.8687450623017285e-07,1.2530689922344819e-06,0.00011564316887978513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swiss_Army_Cheese,0.7863526162254738,0.6177778146510344,-3.24261015547346e-05,-1.775731590980964e-05,5.3278773370290816e-05,-5.114565773336356e-06,-2.478953306784638e-05,8.344546396758022e-07,1.4871045478983691e-05,5.781217034994404e-05,-3.1984801753113726e-05,1.9806296632337874e-05,3.37462520223016e-05,3.010846349343426e-05,-8.38298205546199e-05,-3.105321219413946e-05,2.0135344334306986e-06,-2.041918280179524e-05,-1.1067769418611338e-05,2.4399422708257465e-06,7.776543446575035e-06,-4.462960957728657e-05,-1.578346929475498e-05,1.848741571862202e-05,1.9360943594369567e-06,1.1946468192450865e-05,-2.903208948301235e-06,-5.375382921560911e-06,-0.00018872974474051085,-1.1042796752734258e-05,-8.987856508479147e-06,-1.157628188184007e-05,2.688955034855995e-06,-1.7539632831535874e-06,-1.206577298135742e-05,6.195496124690128e-06,-1.409156771057882e-05,-3.5953832692541e-06,0.0002740071990943286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KreKreMan,0.8435114192209106,0.5371112048140986,-3.668357155193292e-05,-0.00011331228546169144,-2.550155519422698e-06,-1.3037291167677943e-06,-6.029133563335118e-06,5.510207309629027e-07,-2.233111239359479e-06,5.293733894683492e-06,1.02874110222792e-06,2.024552097013277e-06,-3.4093726362054662e-06,-1.8484027514508336e-06,-3.6577975808316657e-06,-8.799777840899959e-07,2.3959662883667205e-06,-1.0959657281737592e-05,1.861086961679315e-06,1.181171809092036e-06,1.2634696958007573e-06,-3.2495074264038306e-06,-1.8944440497461286e-07,1.8992333699955132e-07,2.1401979994467636e-07,-1.5099473124814328e-06,-7.571783111842192e-08,-2.684097342335774e-06,5.893814337037866e-07,-6.371941128947165e-06,-6.237293467789523e-06,-4.071036348612334e-06,-2.1092793780996964e-06,1.7681742800737152e-07,8.513959285494276e-07,6.507334727784855e-07,-4.1293222670933854e-07,-1.8871655706914348e-06,1.8010167810946947e-06,0.0001573149323498199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myphoneaccount9,0.975465557851374,0.2201520068517594,-5.312904021297566e-05,-2.859116737861576e-05,5.417705474882637e-05,4.88783018859295e-07,-1.2024369237978296e-05,9.750408366914785e-06,-4.10270773520291e-06,6.949788079487597e-06,1.9857242623046655e-06,-1.2199651365723484e-05,3.298261412376527e-06,-5.245718472687393e-07,-1.8917306689169272e-06,1.3747267194096495e-05,6.215037083352067e-09,-1.4280211635397984e-05,3.2336597228155503e-06,-8.074859381342898e-05,2.6598473305847525e-06,-1.292493036293137e-06,-1.978804014378717e-06,2.8703803494860676e-06,-4.775216330304833e-07,4.552005478896075e-06,-8.519133579140343e-06,-1.679855898393246e-06,-3.1270056213063128e-06,-7.116092964303802e-07,-1.4139570905834267e-06,4.486788068351539e-07,-4.9016417257310295e-06,1.0517301445681953e-06,2.1175971741514846e-06,-5.004565892848872e-07,2.2498428076827848e-06,-1.629701336195744e-06,1.1201783394953995e-06,1.610118011420977e-06,0.00015868883661070883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ThomasEdmund84,-0.9939319992253185,-0.10999613353077582,4.088607103143034e-05,2.4817062957666505e-05,-5.7183892228181865e-05,-6.33534883923591e-07,-2.3506347654150303e-06,2.719967278437884e-08,-3.113960271090732e-07,-4.0298714299225023e-07,-1.3460002151624086e-06,-3.15320119098862e-07,-6.866382579208334e-07,2.2827416018402967e-06,2.8521649797086486e-06,-8.491950559161095e-06,-5.053371263385837e-07,1.2786448623462737e-05,1.6631200774056124e-06,-1.7740253304108935e-07,-1.2919456632070657e-06,1.3294923669110275e-06,6.401608021042064e-07,-1.0451260894199757e-06,4.811811929980594e-07,-1.543910489050351e-06,4.485878358263826e-06,1.6001411408209247e-06,2.074217835956516e-06,9.604030925191134e-07,1.5741429073684703e-06,-9.852697250841244e-08,4.296441704222059e-06,-4.861359056508e-07,-1.5356721295142392e-06,1.7381154417196832e-07,-1.755424976246591e-06,1.7121224787864158e-06,5.558276089914338e-07,-2.566059403769901e-06,1.1497363135703895e-06,0.00016010262222603382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maverikv,-0.9923210801384973,-0.12368850522865188,4.91300962153439e-05,2.8387757349482205e-05,-6.695728067912978e-05,-5.170109792920329e-07,-7.089287555959845e-07,-9.628301702453923e-08,4.4966847581347176e-08,-3.294403960248008e-07,-8.758754438238321e-07,2.2203041565372738e-07,-3.2319473279483733e-07,1.45180170934462e-06,2.0299273917697515e-06,-3.9571424676992585e-06,-7.464783189428419e-07,7.058607971355703e-06,-3.938569765000724e-07,6.346353711999489e-08,-1.1002551015464283e-06,1.1357620621695906e-06,6.670902155273602e-07,-4.946706293812178e-07,1.0559182048490248e-07,-4.897576097767464e-07,1.716438753512259e-06,1.2189188090334445e-06,1.243214034180961e-06,1.0363992737292832e-06,1.2163737432091477e-06,4.520343238387663e-07,2.2560843858192357e-06,4.67258985805095e-08,-3.8605467298633625e-07,-9.216777201259456e-08,-6.029298705504802e-07,1.36944842755145e-06,3.5869182699459424e-07,-1.7267485681863459e-06,-7.900971851952172e-09,4.787402955853749e-07,0.00014066597372454476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadsharks,-0.9351072138022305,-0.3543648880600986,3.7800558538020295e-05,2.1204589918537395e-05,-1.5115271309565998e-05,-3.4117578630070834e-07,4.135043853934979e-05,-3.214896273683323e-06,2.794555839408286e-05,-5.513118920230777e-06,1.2522440031573394e-05,9.277762566434853e-06,-2.3696345694496258e-05,9.603557879385897e-06,-4.1805535867417026e-05,-1.0724886838067435e-05,2.2810604028464585e-07,2.272696466452185e-06,-1.4342866863726372e-05,-2.895363058777971e-07,-2.480921206326279e-06,1.8910651165207013e-06,2.661916520644454e-07,-1.6040016728963764e-06,7.446736692544038e-07,2.1314882260045238e-07,4.2985352513431e-06,2.393961264145807e-06,2.3260448728045546e-06,1.668435633447242e-06,2.2618368839995185e-06,1.946724043924458e-07,3.2900848112660777e-06,2.3237991355398562e-07,-1.222858417772534e-06,-4.8472126708227355e-08,-1.3986733821075133e-06,2.447218403250719e-06,-4.871175263044667e-07,-1.4975787193990087e-06,1.7083505996516759e-06,-1.3945379871165727e-06,-3.85895947761403e-07,0.0001308350582594965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vacuousaptitude,-0.9825839105477785,-0.18581935552489032,3.0498756497019374e-05,1.7017326942685778e-05,-1.497730473717331e-05,-1.0544191723332568e-06,3.509569924745963e-05,-4.925355244976311e-06,2.8698425942000104e-05,-4.003046696974967e-06,-6.651643902974489e-07,3.6822210008689533e-06,-2.5011921430696785e-06,1.3283000504592565e-05,-4.780586835490029e-05,-6.27883827873966e-06,-5.882510839041525e-07,7.655980971832614e-06,-7.098070445876071e-07,-3.717209854540627e-07,-1.1772528435781886e-06,1.1533135542515814e-06,6.748336519887989e-07,-1.397533933557731e-06,2.907821892077372e-07,-1.4085628496752328e-06,3.903382051283429e-06,1.6722352646619584e-06,1.1853064858989245e-06,1.3121623669343489e-06,1.4062904873173016e-06,5.98834814093751e-07,1.9452334836232465e-06,2.465251296446516e-07,-4.454925810344195e-07,9.344779962812381e-08,-5.518128486560707e-07,2.2084976401860673e-06,-3.3591659270324787e-07,-1.0254292858012383e-06,5.297006292802716e-07,-4.8687247859461204e-08,4.4481687709210365e-07,4.393407605315577e-07,0.00014028998666023885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IlluminatusUIUC,-0.9862346916252968,-0.16535145257279882,2.489257778330063e-05,1.4576557225180098e-05,-1.2142814110581081e-05,-1.11702800196281e-06,2.8822180886936136e-05,-4.296481250877762e-06,2.4596442219988987e-05,-3.549809078874916e-06,-1.114663397935605e-06,2.72608691353267e-06,-2.696672145613918e-06,1.2447345884292048e-05,-4.071744276119927e-05,-1.0193709684994975e-05,-4.3112169368118057e-07,1.3452363656789373e-05,-1.8617095049752027e-07,-6.246231212719637e-07,-1.1979904439020094e-06,1.0817780179974011e-06,6.083441426906087e-07,-1.4605851045997925e-06,5.681061387051701e-07,-1.996591730996684e-06,5.617683792813707e-06,1.9001437453042487e-06,1.488674199744243e-06,1.0869642571219143e-06,1.4651146952190993e-06,1.2960586502023783e-07,3.970901460455033e-06,-1.7368817751544334e-07,-1.2074386786049096e-06,3.5122839248866055e-07,-1.5633463543696769e-06,2.576113861906228e-06,7.461127508024773e-07,-1.4788783646418064e-06,1.3497174209252804e-06,-7.743533930203022e-07,7.722063713033004e-08,-8.971628711806218e-07,5.670427128744694e-07,0.00015975624814342225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsOmNomNomnia,-0.9825839105477788,-0.18581935552489004,3.049875554929903e-05,1.7017325868170565e-05,-1.4977301183043706e-05,-1.054420858285219e-06,3.509569780764829e-05,-4.925353015415181e-06,2.8698423383649603e-05,-4.003052414150471e-06,-6.651670904415717e-07,3.6822202038096337e-06,-2.5011972421134785e-06,1.3283000693657728e-05,-4.780586982742366e-05,-6.278838663672543e-06,-5.882496800105262e-07,7.655978421766743e-06,-7.098096711389962e-07,-3.7172242493521194e-07,-1.1772546427800214e-06,1.1533117645417385e-06,6.74834679845223e-07,-1.3975356824894506e-06,2.907873874463275e-07,-1.408562492411896e-06,3.903381302567545e-06,1.6722385777810727e-06,1.1853074788607592e-06,1.3121637248741266e-06,1.406290436558077e-06,5.98835325597075e-07,1.9452328997135376e-06,2.4652286416510184e-07,-4.454909053905982e-07,9.344892327049141e-08,-5.518117934417136e-07,2.208497590594276e-06,-3.359149305175057e-07,-1.0254285534157779e-06,5.29701296188211e-07,-4.86879245785898e-08,4.448168846572723e-07,4.393390742103588e-07,9.678320308797841e-07,4.945120500032797e-07,0.000140285775818744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garnteller,-0.9863793693058357,-0.1644860392087119,3.9690000415722206e-05,1.3350427638223766e-05,-8.440172949998195e-05,-2.0281161271709732e-07,-2.0876929143534205e-05,-1.3734414913340532e-06,-6.474145148627309e-06,2.3421626137312715e-06,1.8974525684476545e-06,-1.3957382355458424e-05,-3.3620851238127454e-07,3.6921704004791697e-06,2.929236024684105e-06,3.3910489330060438e-06,-1.7460730431217454e-06,2.2455329685608777e-05,1.1756540382783285e-05,-6.404009712233057e-07,-4.802447523889073e-07,-1.0499927993591597e-07,8.613189251212712e-06,-8.245206144432628e-06,-1.4258664488439807e-06,-1.0424885521167864e-05,2.9497143136731926e-06,-6.399745730265459e-07,1.1967434203121844e-06,1.9130178920835452e-06,-9.268564907104412e-07,5.129823100779913e-06,5.544835562329783e-07,1.6913509822152249e-07,7.29734222928855e-06,-2.099675409738567e-07,7.108505784506943e-06,1.3447682271988948e-06,-6.50276359524625e-06,1.9884250483230005e-06,-4.101038211635165e-06,1.998159697635361e-06,1.0129095522596363e-06,-3.134713659452097e-06,1.457892805610653e-06,2.205058119274673e-06,1.4401055336935047e-06,0.0002683007835471268,0.0,0.0,0.0,0.0,0.0,0.0
PreacherJudge,-0.9863793693058356,-0.16448603920871296,3.969000346948775e-05,1.3350425574971482e-05,-8.440172831527209e-05,-2.0280830345287187e-07,-2.0876927606854716e-05,-1.3734358740996576e-06,-6.474143869452058e-06,2.3421698537989003e-06,1.8974565941788573e-06,-1.3957382574361185e-05,-3.362044331462345e-07,3.692169206182909e-06,2.929237262147454e-06,3.391048884735577e-06,-1.7460716392281191e-06,2.2455328873484253e-05,1.175654171855342e-05,-6.404048054940637e-07,-4.802501499944055e-07,-1.0499844150204898e-07,8.613190685645207e-06,-8.245204476242838e-06,-1.4258591713099543e-06,-1.0424885988833355e-05,2.9497152996463306e-06,-6.399723573856341e-07,1.1967444132740194e-06,1.9130206156277946e-06,-9.268565882427056e-07,5.129824137782754e-06,5.544847170209385e-07,1.6913390988058932e-07,7.297342152634057e-06,-2.09971008431551e-07,7.108504131494467e-06,1.34476914717305e-06,-6.5027643985753815e-06,1.988424519705903e-06,-4.101040204787953e-06,1.9981596189683175e-06,1.0129079013728364e-06,-3.1347112186765558e-06,1.457893526052164e-06,2.2050566748007918e-06,1.440106254278172e-06,1.11246966867681e-05,0.0002680700491200225,0.0,0.0,0.0,0.0,0.0
goldistastey,-0.9863793693058357,-0.1644860392087123,3.9690001889953845e-05,1.3350428008163612e-05,-8.440172831527209e-05,-2.028099625592488e-07,-2.0876928809218608e-05,-1.373438371848154e-06,-6.474146427802559e-06,2.342164136623394e-06,1.8974567004237559e-06,-1.3957383018203529e-05,-3.3620647276375455e-07,3.692168238764845e-06,2.9292370643551563e-06,3.391048665821236e-06,-1.7460758509089978e-06,2.245533044088716e-05,1.1756540236036218e-05,-6.404061572933028e-07,-4.802474511916565e-07,-1.0499753052682641e-07,8.613189958799059e-06,-8.245206140939869e-06,-1.4258654091962628e-06,-1.0424885933632278e-05,2.949716841765425e-06,-6.399723736318285e-07,1.1967444132740194e-06,1.9130199328255586e-06,-9.268565648561857e-07,5.129823023345312e-06,5.544859151374963e-07,1.691349891362481e-07,7.2973421506464295e-06,-2.0996894090670566e-07,7.108503482583266e-06,1.3447691945074573e-06,-6.5027625309434414e-06,1.988424447929682e-06,-4.1010394712350905e-06,1.9981595704866093e-06,1.0129063043538612e-06,-3.134712953643493e-06,1.4578951081829533e-06,2.205055219552622e-06,1.4401062478691101e-06,1.112469594742733e-05,1.0672605078361326e-05,0.0002678575123286307,0.0,0.0,0.0,0.0
cwenham,0.8969144481705668,0.44220400585428515,-3.786257293451278e-05,-1.9699976113591325e-05,9.500329412302403e-06,-2.496440419458486e-06,-8.692672319803202e-05,4.2755339410071195e-06,-3.745445600311377e-06,5.157153689098097e-06,-4.341365792616559e-06,-2.707881804591012e-06,6.980517536010692e-06,5.764722112543945e-06,-4.749000135469416e-07,9.641681910351763e-06,-8.136925340862002e-07,-3.0064991389519525e-05,4.132508364598034e-06,2.44554580980674e-06,6.555813790310314e-06,-7.076703496082242e-06,-1.0954796580159913e-05,2.219245380957626e-05,-1.5334731066064863e-06,1.935136252239106e-05,-2.707030103412235e-05,-5.708242137586488e-06,-6.481196938568194e-06,-7.195995145213998e-06,-7.125290439392035e-06,-6.927952528188582e-06,-2.161170277042126e-06,8.812360613129401e-07,-4.74511104724342e-06,2.0507486340145945e-06,-6.961462903856668e-06,-4.762706243539348e-06,2.540408863806595e-05,1.175915087369172e-06,-5.330277622690009e-06,4.719787838805519e-06,1.7326093012002302e-06,1.1610852852054382e-06,9.915349234632829e-07,3.6285154406785015e-06,9.719334337975724e-07,-1.1438643751172501e-05,-1.0973793100630207e-05,-1.0545258849109829e-05,0.0002756520348328339,0.0,0.0,0.0
Broolucks,-0.9228629436014946,-0.38512842062738534,3.9422005900171054e-05,2.247048940402324e-05,-1.8679295610509628e-05,1.8404127158909095e-06,6.0539142606777885e-05,-5.1901293983481905e-06,2.5349767712645917e-05,-4.887119297030557e-05,4.2130536921182616e-06,1.3895776031525718e-06,-7.4749310209492254e-06,-3.5701034328681098e-06,5.580850289019175e-07,-1.354090078368821e-05,4.5560700241638347e-07,2.9371860534491213e-05,7.678176207680328e-07,-1.8825697099939552e-06,-4.504443925135409e-06,5.342282734581116e-06,8.650452965685073e-06,-1.730823620208333e-05,1.2516235705923322e-06,-1.6466588446115458e-05,2.2621031850378264e-05,3.985728925311599e-06,7.574399263556304e-06,5.642450340792553e-06,4.550855939189381e-06,6.634278868756953e-06,3.696801687038609e-06,-1.1556090852108973e-06,3.382010451487975e-06,-1.3102095526059234e-06,5.848670195885988e-06,3.5046451633859653e-06,-1.93222502483204e-05,9.109003852319232e-07,4.494860666584505e-06,-3.78555189283442e-06,-1.4155293284357118e-06,-2.7196494766219065e-06,-1.0597314096840665e-06,-2.977217321908097e-06,-1.0419573924291683e-06,1.0552339016231627e-05,1.0123510227147992e-05,9.728176049813151e-06,-1.2159444114985816e-05,0.00027265607583468513,0.0,0.0
Mattmon666,-0.8864460080692127,-0.4628319525078024,4.371616952297052e-05,7.728191853759894e-05,2.444839550993244e-06,2.1643697578396153e-06,4.561417960916139e-05,-4.3698591160384085e-06,1.7161691462760825e-05,-2.8103966414607433e-05,-6.549791385579938e-07,6.846672204556377e-06,3.6807957574898363e-07,-3.968614608299247e-06,1.5438772836496718e-06,-1.5333043809046981e-06,-1.8456329674136085e-06,2.4528274662258255e-05,-1.4267618850134805e-05,-1.873244156005159e-06,-5.597846766501959e-06,7.0618184524608345e-06,5.969226707650948e-06,-1.2434468380995074e-05,7.730435761848623e-07,-8.651657431649058e-06,1.706224383648947e-05,6.291056434665237e-06,1.2473636216886026e-06,1.0661781884290676e-05,1.072152851181453e-05,7.640326957471556e-06,2.7344248632390256e-06,-7.897760898780729e-07,9.029297919376286e-07,-1.6300943359069457e-06,2.5368778271505562e-06,5.039050108356272e-06,-1.8016923552210445e-05,-8.255323435950834e-05,2.559584143158082e-06,-1.2350573352746595e-06,4.5253097215133395e-07,1.6855795305932954e-06,3.86619148944021e-07,-1.0865386490124334e-06,3.87794046203953e-07,4.773669810854343e-06,4.579675506828279e-06,4.400836214995499e-06,-5.4455963190858806e-06,3.7178677075366698e-06,0.00019567614566067508,0.0
johnlongpingpong,-0.9691875659386832,-0.24632373224245668,2.2728242933677383e-05,3.970444266230009e-06,-1.836250182237548e-05,5.780695922678027e-07,2.939695636283681e-05,-7.880820165618333e-06,3.037619347975058e-05,-4.425412569632928e-06,3.1544912963503466e-06,-2.7652228045990585e-06,-5.404258284577421e-06,1.425162277221134e-05,-5.831227188155373e-05,-5.817174839589192e-06,-7.036174465338203e-07,2.9528566493377126e-05,2.8208280790762165e-06,-1.6122108166531751e-06,-1.1477477327235698e-06,2.2415757611350063e-07,7.341612043776726e-06,-1.1987359326650427e-05,2.916461364614462e-07,-1.2943286993025693e-05,1.2972108752553794e-05,5.985871358223831e-07,2.6020366288643566e-06,1.1736395357145858e-06,-7.391720622165361e-07,3.7970721553306786e-06,3.0852727564124815e-06,3.8492259320088485e-09,4.584640179403934e-06,2.7208891150092927e-07,5.265212560746065e-06,2.8660369581723053e-06,-1.0021738266422387e-05,3.508456098468178e-06,1.0419955225743936e-06,-1.1179456088814898e-06,-7.738816204181361e-07,-2.981514912760978e-06,9.57168965609606e-07,7.400064822633318e-07,9.479863558727264e-07,1.0126409755873611e-05,9.714886485550301e-06,9.335512652660817e-06,-9.706634599686778e-06,8.08313823857204e-06,3.3246238608823534e-06,0.00026916911356617435
