username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Miyamori_Senpai,0.9300512812130345,0.3674297035306611,-5.7025586713221996e-05,-2.877844129169246e-05,5.397735531462975e-05,4.282640675943903e-07,-1.849193351226734e-05,7.870643463204797e-06,-7.215960622380107e-06,8.290172936471574e-06,5.242074943243852e-06,-3.7069015164255655e-05,-4.005574253288963e-07,4.6195086963908187e-07,1.702759373649695e-07,2.0508355031138044e-06,5.096316369412433e-07,2.4075401734301553e-06,5.6742419702711795e-06,-5.553045899615334e-05,0.0001234128383420588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doppleganger07,-0.9216861014818301,-0.387936467817744,5.2721708535706905e-05,3.359256576525856e-05,-2.9885372660238513e-05,-3.9222437389703344e-07,6.39853767179869e-05,-3.72617487466016e-06,2.4564331083675315e-05,-4.5080083762258647e-05,2.2562565467636087e-06,3.042338815883964e-06,-3.981738263141342e-06,-4.4532097912504173e-07,9.331013473940245e-08,-4.5752111729226614e-07,-8.958919097960142e-07,3.095195122359823e-06,-3.339411902557465e-06,-3.8786785070777414e-07,-1.1217094396137747e-06,0.0001251950351185621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oediphus,-0.953836253422054,-0.3003270582189442,5.33370698825764e-05,2.46881711665611e-05,-5.268048896338031e-05,3.960510004905347e-07,1.4852577444952554e-05,-9.817296018612752e-06,5.797782514092852e-06,-8.129425657009122e-06,-2.5971035890027273e-06,2.530013257781519e-05,-2.121698867678707e-06,-1.7430946646887265e-06,6.850025368047867e-07,-7.811622495249864e-06,-9.595542740649924e-07,1.0408702127274372e-05,-2.642191027731112e-06,6.743264621599048e-05,-6.800304356182244e-05,1.5030766290663151e-06,0.00020762216666820528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boiled_elephant,0.9538363521132528,0.30032668811431656,-4.220823304814576e-05,-1.4113115485062463e-05,4.895618289496956e-05,-1.8240977705971426e-06,-1.0415997108784995e-05,1.1383668839785401e-05,-4.867320670270383e-06,8.439278872267276e-06,5.50435340225903e-07,-1.7066275104025774e-05,-1.7254511541695962e-06,3.6709750728784823e-06,-1.3067942073140402e-06,-7.008739628798669e-06,1.891558539608706e-06,-1.3621842863201943e-05,-8.121402600070566e-07,-6.389598209675678e-05,6.757233261957663e-05,-4.225253571245092e-06,-0.00020350266684190032,0.00019608999066408387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nashvortex,0.9573304004186232,0.28899558176036366,-5.320575322546291e-05,-2.523943677747755e-05,5.2639737313339406e-05,-2.739680991570755e-07,-1.4337530638212709e-05,9.773469898692137e-06,-5.508150374696038e-06,8.13306342206293e-06,2.433256039601448e-06,-2.3630625442769738e-05,2.851084449392714e-06,1.4757713281527366e-06,-1.0070516893655964e-06,1.0112793595678929e-05,7.359477128524367e-07,-1.2382773638317135e-05,2.9027671156819566e-06,-6.930797207441543e-05,5.8447652384225354e-05,-1.416659834639598e-06,-0.00017620289936617198,2.7692716829691945e-06,0.00010678838661767027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alfredo094,0.9754658391477888,0.22015065285551103,-3.3385390297847535e-05,-5.472690083091047e-06,5.5756453078826186e-05,-4.485265842645033e-07,4.822677169855156e-06,1.1613671383984414e-05,2.032224441317631e-06,3.2272894829808813e-06,-1.2017096491580024e-06,3.0590918641588125e-06,-1.779357225414756e-06,-1.427767753605177e-07,-2.1583892143774824e-06,-1.1319395441679127e-05,2.2939130489946603e-06,-1.8441436908902766e-05,-3.715347673561329e-08,-7.546188830901008e-05,2.909460943067918e-06,-9.571429284029465e-07,-1.2606655431426268e-05,1.0992779923835827e-05,2.4362991755497984e-06,0.0002753090730196794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valnar,-0.9754664409999657,-0.22014795086926403,2.4622973354143893e-05,-4.750560998498892e-06,-5.737416611066834e-05,6.925162615971488e-07,-1.1443112741821347e-05,-1.3029286551528132e-05,-4.0112377505643465e-06,-1.075976875148454e-06,1.8052309955318374e-06,-1.341660440543359e-05,8.596348426758478e-06,1.1190210753076046e-06,2.4322935550048548e-06,3.440383646015721e-05,-4.4948925516132965e-06,8.992054366317845e-06,-7.709543241010713e-08,7.29893842449796e-05,-3.851026355880021e-06,2.6199553726403546e-06,1.8440975620835035e-05,-1.2059181801862567e-05,-4.928498945643375e-06,-0.00026960670172163293,0.0001337015864895479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soitcause,-0.948567799007394,-0.3165740202969624,4.6770844354773295e-05,2.822020260214375e-05,-2.4970591925567955e-05,-1.0092233623895545e-06,5.8967613978767147e-05,-4.656228317954283e-06,3.307189926082999e-05,-2.7542161952432596e-05,-3.4773288639867976e-07,2.5443163248709365e-06,-3.516555556690862e-07,8.81295812764311e-06,-3.3505122312376494e-05,1.096378109643764e-06,-8.335435899611941e-07,-1.0154527581523249e-07,-1.0366009682322855e-06,-2.178821029793988e-07,-8.637464098648147e-07,1.1351248352720894e-06,7.72628458520494e-07,-7.354391087287639e-07,-2.3448925912880188e-07,-3.6323074794490346e-08,1.160609725571313e-07,0.0001009277664322068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z3r0shade,-0.895170692023624,-0.4457234651058028,5.974736919384029e-05,3.493983704717144e-05,-5.185169555744489e-05,4.5345738183704994e-07,4.612242254662989e-05,-1.598681412849573e-06,1.319990151068038e-05,-3.6319445801398864e-05,1.206141591968076e-05,1.713262144318198e-06,-1.8336780528826104e-05,-4.018308465779544e-06,1.244835259830636e-05,-3.1858298989499863e-06,-4.452589024973891e-07,-6.672450315812456e-06,-5.9514985253126265e-06,3.5340556791841157e-07,-8.547962927161554e-07,2.081506642812856e-05,1.239020334007401e-06,-3.832722043858371e-07,-7.727951003802457e-07,2.719353465930814e-07,-3.100751970286207e-06,2.474315766812616e-07,0.00011180923432424871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeusExMockinYa,-0.9228629381467263,-0.38512849611129324,5.0182539339345715e-05,3.592656500310798e-05,-2.1144547712529234e-05,-4.6574770488171565e-07,6.906876437588108e-05,-3.6470863019359417e-06,2.691488340278456e-05,-4.87687713629467e-05,-8.405311720407905e-07,3.7563760802306168e-06,-6.097538556952174e-07,-4.1607158040266777e-07,8.776580201231391e-07,-3.9876308973042164e-06,-1.5467075131534273e-06,1.2322507654550655e-05,-4.703963451416667e-06,-1.0430480773603168e-06,-2.458483360270547e-06,3.600099279683879e-06,2.5348200065018118e-06,-3.7948273248680386e-06,-4.236460486328254e-08,-2.3175459798143848e-06,5.560232127220709e-06,3.167087373695097e-06,1.2550978014198825e-06,0.00016259803588225042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michaelis_Maus,-0.922863234467144,-0.3851277990253648,5.0140136435799213e-05,3.4827080341141255e-05,-2.4269802866744856e-05,-6.926898489323865e-07,6.990578684216623e-05,-2.9859220269826384e-06,2.715481574617312e-05,-5.0285227467372544e-05,-6.837699717910437e-07,1.7609637360177497e-06,1.2704869314943772e-06,-2.15484344374768e-07,7.935646805717821e-07,2.5277332767143617e-06,-1.3962662721658494e-06,4.990955318049532e-06,-2.024313701176357e-06,-7.365181632044653e-07,-1.4163982531774805e-06,2.208100778766623e-06,1.3369148002730681e-06,-1.813951019998468e-06,-2.069553937004494e-07,-3.3087569202850853e-07,1.592129682241411e-06,1.965328821585322e-06,5.467327299371664e-07,4.376445670942297e-06,0.00012777646724813644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thadeusaquadicus,-0.9228626385577368,-0.3851291989736135,4.900404298640594e-05,3.3878954357195094e-05,-2.005098586760486e-05,2.0595044251895057e-07,6.619842488155967e-05,-4.257885184174009e-06,2.619938312228535e-05,-4.792528941571401e-05,3.73231251032662e-08,4.933371458228754e-06,-3.4237896726456716e-06,-8.069383095172176e-07,4.351080140346381e-07,-1.1819744508224629e-05,-1.1421839881149366e-06,1.955879466336719e-05,-5.926859200908883e-06,-1.2272407827357646e-06,-2.7991712233034353e-06,3.932188733765242e-06,3.4381059937023205e-06,-6.156335449977215e-06,2.7141771081112625e-07,-5.243796081111834e-06,1.014236123376797e-05,3.2980007478051453e-06,2.824589164898735e-06,6.2294910681162e-06,5.076983718137968e-06,0.0001955334766508277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nate23401,0.9841939643164928,0.17709373775468573,-2.0697274554965343e-05,-5.5432162408623195e-06,6.536498085866699e-06,1.6451621738320732e-07,-4.338016873382375e-05,1.733175379921315e-05,7.395359834563807e-07,-9.777038996537788e-07,1.2052566012382284e-05,1.0416770697364038e-05,-2.363727429188167e-05,-7.53690301171177e-06,1.0413582697026194e-07,1.1531869256884367e-05,1.3797578870149261e-06,-9.396154926592982e-05,1.5538548443138593e-05,1.7431291194227308e-06,1.8478396558541168e-06,-2.4722545718216217e-07,-1.761455634003005e-07,4.904465411378188e-06,-2.301276858292319e-06,1.639364988977544e-06,-1.1699252051127851e-05,-1.710375241959691e-06,-4.189747849050008e-06,1.3900766143877688e-06,-5.576184652931818e-07,2.9790280878068045e-06,0.00018890209978643263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AurelianoTampa,-0.9704871147242586,-0.24115294412249919,4.351767160336164e-05,2.0056278934293858e-05,-2.0807716926396896e-05,-6.831909774196791e-07,4.0528673289743994e-05,-1.7708306840960278e-05,2.6555183159865542e-05,-7.595426618853416e-06,8.638367858565808e-07,4.1601619110081315e-06,-3.6828843258303287e-06,1.0534375067720642e-05,-4.1353210519762696e-05,-3.850221964986538e-06,-6.142175004150357e-08,2.44573090957693e-06,-2.2191151366626507e-06,1.0871308104321335e-08,-5.820220016616725e-07,7.080514025672465e-06,-3.274004221860906e-08,-8.191427652306695e-07,2.512163160014759e-07,-4.703761732682123e-07,2.036320739245139e-06,6.26850391459415e-07,8.195951667745871e-06,-1.9318212982066655e-08,2.1707754027595524e-07,-2.510941692961125e-07,1.2456461925324943e-06,0.00010121028904876875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sharkbanger,-0.9559741141611559,-0.2934509122755411,7.30276818923857e-05,1.0448630586113356e-05,-1.0856155219554689e-05,7.690827468515524e-07,3.192701239522885e-05,-9.919059006238813e-05,1.3516763453634902e-06,-2.4509502268860456e-06,1.5366942687503763e-06,4.212277851338913e-06,-5.912562584635996e-06,-1.4877427029419433e-06,2.261860403013413e-07,-1.4743967224480663e-05,1.4839717186777659e-07,1.866677343943604e-05,2.4120395106058466e-06,-4.3630750987811036e-07,-1.8741017054052751e-06,1.4402798233683022e-06,3.305691011964889e-06,-7.501621046863824e-06,7.420007349712681e-07,-7.922897579314381e-06,1.3552855806490173e-05,1.6031314181802935e-06,4.836349701446148e-06,1.3681420879649213e-06,9.711494299582661e-07,1.4268360329529208e-06,3.2877642670119683e-06,-9.742966766910522e-07,0.00019421711804642997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identitypolitik,0.9193065432096822,0.3935421822978092,-5.609965467238564e-05,-3.268996464696579e-05,3.808157108038064e-05,-1.7474788647324205e-07,-5.259747331463541e-05,5.315776774595342e-06,-1.9723589116760126e-05,3.4971357697458554e-05,-6.981241779485583e-06,-4.517519061473047e-06,1.1868952470542013e-05,9.119728038002259e-07,6.844803285522671e-07,3.852471143210157e-06,6.332781641784581e-07,-5.97614491772279e-07,6.549903779548011e-06,1.8235053410040913e-07,1.1577602909226036e-06,-5.3504651300023334e-05,-7.060338837800639e-07,1.416915229932149e-06,1.7704784779497813e-07,3.4669990079817197e-07,-5.467804382974383e-07,-5.765136729935653e-07,-5.790677675069107e-05,-5.931986134121929e-07,-4.536154537243913e-07,-4.678136958969468e-07,-1.0306129511669326e-06,-1.6711535805816354e-05,2.5725932465607614e-07,0.00011627437169025769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sxae,-0.9193056778391161,-0.3935441574850435,5.2340803092457434e-05,3.0337419939552368e-05,-3.08679887954405e-05,8.551109113085083e-07,5.1565934689322765e-05,-6.338409033810854e-06,1.9438329198369572e-05,-3.5598423136757024e-05,8.001497746904984e-06,7.477350113081087e-06,-1.6647813033045722e-05,-3.162390726003162e-06,7.169966219632259e-07,-1.5147857238885307e-05,-4.778896020520203e-07,1.9870555612319578e-05,-9.977670634970643e-06,-1.3996908782622616e-06,-3.0915424207198007e-06,5.359459899007727e-05,4.177681353756805e-06,-9.152592080743237e-06,6.339688612920756e-07,-7.4616940836065475e-06,1.2602257440232893e-05,2.512213829422458e-06,5.8483303300481493e-05,2.7472781276293496e-06,2.5872620059903546e-06,2.6142522446174596e-06,5.622305631131597e-06,1.4748376211410904e-05,5.396262951655087e-07,-0.00010855621904866179,0.00019501565008648065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
