username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
mudra311,0.9990139132671754,-0.044398172154440425,-2.49494095854416e-05,-3.164084370725e-05,4.825180922614631e-07,-7.815763736672199e-10,1.5764000727898804e-06,-2.4025826070024155e-07,1.024699393086373e-05,-1.388983686560145e-06,-5.0332165002112105e-09,2.98963201125902e-06,-1.5833784082391822e-06,-2.3229526550712406e-07,-2.0795693213609102e-07,-8.343847608372471e-08,-2.518479678213135e-07,-4.908848135259061e-06,1.835319365966276e-07,-2.713655363509443e-07,4.048222899977507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupcakesarethedevil,-0.9999999980271344,-1.4760843694261657e-07,-7.376036526885367e-07,-1.8096178175674014e-07,-7.124539439150493e-07,-5.373867024121055e-07,-2.6358450963876475e-06,4.425574538820134e-06,-1.0949202348039986e-06,8.936355519479028e-07,8.905778888742667e-08,-5.933188783703486e-07,9.858957252577782e-07,5.282446373703017e-08,-6.427519423895338e-08,3.8152376526732285e-07,-1.2781491269111237e-07,8.645136301773916e-07,-8.651945810827996e-08,-1.8211999035443692e-07,-2.4465796097186377e-08,6.255810384250926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kublahkoala,-0.9999999962118392,-3.805753002400002e-06,-2.6477690573002704e-06,1.0896732099421857e-06,-3.697486008872451e-06,-1.2057231561653202e-06,5.77344131589735e-09,3.24273614117555e-06,-4.31872335084857e-06,1.4099714860628205e-07,3.254861470251524e-07,-7.486090128998911e-06,6.236035675499475e-06,5.5480845540155e-07,4.0154385654336104e-07,-5.766050551766449e-07,5.507736020391416e-07,2.3151241595626693e-06,-5.522733554154872e-07,5.272709839524587e-07,1.1153452095913829e-07,4.985872010751875e-07,8.606383489797373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spacejellyandjam,0.9857454962133725,-0.16824308760654152,-0.0002714590944088745,4.336051919834248e-06,3.410950386764301e-06,1.404673942591813e-06,-3.6120103667026494e-06,-6.110430268782782e-08,-1.640796333713225e-06,-1.556978092869245e-05,-1.2290343560712036e-07,-1.655287863873865e-06,-5.858892678192431e-07,3.8666834170473954e-07,4.5496985705750635e-07,1.4416716699670022e-07,6.948019631654443e-07,6.304478497611087e-06,1.289621732506978e-07,7.443479018342534e-07,-1.0556797670052628e-05,-3.3989078349553454e-07,-1.6922329495297113e-08,7.766094787696298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
___OccamsChainsaw___,-0.9275533558504503,0.3736901797692602,0.0006194891598996769,-2.286961795127222e-05,-1.4689299594513458e-05,-2.8367247092682355e-06,2.7469212500080216e-05,4.57750848260635e-07,8.885988425238663e-06,5.973135066012563e-05,-3.018380430049071e-07,6.525584552299469e-06,-1.0674898294499276e-06,-4.273471286172084e-07,-7.090223650977044e-07,-2.6642535262845173e-06,-1.2139081826643052e-06,-2.8359564684472495e-05,-1.2484422830708598e-06,-1.4376566501446267e-06,4.269004701233857e-05,5.906141911318117e-08,-1.9675565419446376e-06,-9.856627541818987e-05,0.000142396543126356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firelock_ny,0.882644099809965,-0.470041184386535,-0.0007863652263154546,3.49905364837206e-05,2.263464031944858e-05,2.3901916385036347e-06,-4.594993591581747e-05,-2.149601903357347e-06,-1.1876761807057068e-05,-8.007190654617023e-05,9.3291907961294e-07,-4.850689393746855e-06,9.59626547553044e-07,-7.373638188147827e-07,-2.431518303959944e-07,6.37320287544652e-06,2.625300567214313e-08,3.992929313724368e-05,2.3862376183363767e-06,3.404090410425567e-07,-5.904303339160639e-05,2.894117347830467e-07,5.4326428360476035e-06,0.00010866827904672453,-0.0001546125032137174,9.150808562458112e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCarrier,-0.9999999984100574,1.1871448908450542e-07,-5.097222443274886e-07,-4.324406851748356e-07,-3.5932642932328674e-07,-3.960442995554966e-07,-2.4916104931311692e-06,3.86300215337819e-06,-7.682435442739385e-07,8.488642965747552e-07,1.1559208110674036e-07,5.5885729123404016e-08,4.861779899217471e-07,-3.8649462394817375e-08,-1.1693546078379626e-07,5.358891129235085e-07,-1.8994493090323934e-07,6.064801329544939e-07,8.697020518887506e-09,-2.3115530471278524e-07,-4.3367070248269046e-08,1.1668954418306838e-07,5.254806816251815e-07,-2.7723688422918434e-07,-4.2857364148862316e-08,2.5201294388301115e-08,5.617217459900317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
helloitslouis,-0.9999935792065471,0.0035831193001639497,-2.2289367126255194e-05,2.8211374559320895e-05,-6.764045074065298e-07,-1.4146564438780463e-08,-5.567532556988528e-06,3.7841791805530845e-06,-1.4353957878000386e-05,-3.1391020934584613e-06,-4.531431156059593e-07,-4.0113106871739276e-06,1.1886934531503594e-06,-9.934334315950021e-08,5.999846545129726e-11,1.094157856842449e-06,8.117724080306934e-08,9.470790963620687e-06,-4.4141056660859436e-07,1.6329324723289115e-07,-1.3778919156347328e-05,-5.2674078191784e-08,8.610411698943811e-07,8.057439488106177e-06,-1.26445430719519e-05,7.881902090851853e-06,-2.606958324956081e-07,2.5709051429788367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreacherJudge,-0.9999999974019046,-1.0378449480795229e-06,-1.3521120951021876e-06,3.8177535624908397e-07,-1.545675825669448e-06,-7.554906183596421e-07,-2.1671718338210832e-06,4.5988046690688145e-06,-1.9915289489220554e-06,7.833590849455898e-07,6.696014632355555e-08,-2.463446378044524e-06,2.3652009089108524e-06,3.027218475165162e-07,1.1934337196013827e-07,-1.1013567960865927e-07,1.1150368769848394e-07,1.3638007150085573e-06,-2.966710534531185e-07,4.2604549942697234e-08,8.071162191908923e-09,1.6260003375948982e-07,-1.5143603809716692e-07,-1.3424560337148712e-07,-4.959284274199104e-07,9.351670789226849e-07,2.5809871707525625e-07,4.4895035067569126e-07,7.172552511072741e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoveTrumpedHate,0.9999213816255156,-0.01253903146283457,7.119561518036799e-06,-2.6048878610716183e-05,1.2307273238313393e-07,2.7976955576203128e-08,5.968826270555381e-06,-3.8461153915602114e-06,1.4261490798484774e-05,-9.686821439085295e-07,1.3073452042213374e-07,2.4752694879717537e-06,-6.715312996300911e-07,2.2661922540422116e-07,1.2406298488928095e-07,-1.5693801471333112e-06,9.21159931664623e-08,-2.2390784528790992e-05,1.7596780316886515e-07,-7.988088641656983e-08,9.706698329885254e-06,3.065814905478727e-08,-9.900361136813244e-07,-5.772275081974722e-06,8.80662387993747e-06,-5.258652893103782e-06,1.7356017683556857e-07,-1.6411305616014117e-05,-1.1137280043184e-07,3.550318978376411e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay1237,0.9999557468785559,-0.009406966290325254,5.3904266887173695e-06,-1.5724846106599796e-05,4.43496900332543e-06,1.4242316525242116e-06,1.1392372965774258e-06,-4.951164746458982e-06,1.3298901204477692e-05,-2.1645117356910515e-06,-9.078126783640415e-07,7.601289275014509e-06,-7.248940602671057e-06,7.247032129337316e-07,6.416478657495993e-07,-1.3092931705671302e-06,7.509326911747591e-07,-6.896642972318529e-05,3.386923366067509e-07,2.155564241530018e-07,-7.077501476525831e-07,2.091315293619361e-07,5.322767897403363e-07,1.5172445470966024e-07,4.229173281877373e-07,-2.033411818837974e-06,1.012406583077731e-07,1.950262566617867e-06,4.260453049525026e-07,4.844909285996628e-07,8.879239403731027e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rottinguy,0.9985892642360058,-0.05309867210510796,-4.8471794034136345e-05,-3.4010508429973166e-05,3.284697187359592e-06,1.2897948037659918e-06,2.3210828786669356e-06,-2.5714168582533895e-06,2.163639881534988e-05,-1.6552832244253564e-05,-2.7988491042298615e-08,6.570068619780015e-06,-5.092844135715025e-06,-2.4871433258359215e-07,-4.888239223545611e-08,6.702816939060402e-08,-2.4210174025667506e-08,-5.784367686059533e-06,6.50807743569873e-07,1.0004529491847696e-08,6.1996782564406825e-06,9.65655781616731e-09,2.1928617631496367e-07,-3.987098871642207e-06,6.803568248970801e-06,-5.3677411381496845e-06,-8.348955497998281e-08,-1.1746120964883047e-05,3.974775549355834e-07,4.2409464286476853e-07,8.74580957006754e-09,8.791814844826062e-05,0.0,0.0,0.0,0.0,0.0,0.0
Brovaries80085,0.24396481315674026,0.9697824149319625,0.0016921884875904702,-0.00010396807125685682,6.215912121638053e-05,-1.1640035736858789e-07,0.00016010905128478373,4.390883635274381e-05,2.6980065536105757e-05,0.00015513023894281807,-1.2421657323275866e-05,-0.00011411561420198711,-1.3805526471505169e-05,2.282676876664647e-05,1.8552869489207868e-05,-5.249886192824381e-05,2.403538184215225e-05,-0.00011923909396223029,-2.1814486033551728e-05,2.2474154470177205e-05,0.00017166609852991798,-7.735640597055503e-06,-5.027643829711126e-05,-0.00023391934534875813,0.0003307323027855266,-0.0001727300045980852,-3.11347836383846e-06,-7.278344917732649e-05,-1.653466504183409e-05,-6.469012513811097e-06,3.098261278965152e-05,2.6272176555118895e-05,0.0002026487822387051,0.0,0.0,0.0,0.0,0.0
connstar97,0.9998429313866322,-0.017723101447746324,1.4039069123667834e-06,-2.8167705363690948e-05,8.785888952355048e-07,2.3037659269942017e-07,5.193151702299676e-06,-3.7459923217332707e-06,1.6187516242953983e-05,-2.6894205622894315e-06,-2.419631925148186e-09,3.7256865542414106e-06,-1.852568203260337e-06,2.189866376573902e-07,1.2092525342408745e-07,-1.37360289435425e-06,8.877936814388546e-08,-8.227999504578144e-06,1.1627284062711555e-07,1.556077988679899e-08,1.1528359362349618e-05,-3.4306419288560695e-07,-1.1749791153520812e-06,-6.7245544939818145e-06,1.0808470662696248e-05,-6.963246583698445e-06,-1.9019731237738165e-07,-1.9770423066286965e-05,-3.890609388118671e-07,3.3550614884705367e-07,1.5350575853534446e-07,3.1803147347926177e-07,2.891257729648733e-06,4.788742182893203e-05,0.0,0.0,0.0,0.0
carlos_the_dwarf_,0.9999935752496595,-0.0035835786339444655,1.8991523256750752e-05,-2.1134877151963874e-05,6.795685210876655e-06,9.295876509072974e-07,1.163759711500389e-06,-5.141682372667876e-06,1.7189372678947145e-05,1.96922298794112e-06,-8.248582098909598e-07,1.22821900409953e-05,-9.140132770519556e-06,4.472398085730027e-07,2.1671256396858603e-07,-1.1822542486421795e-06,1.5836310285071706e-07,-1.07210190575402e-05,-1.38801655229896e-08,-4.301059686040743e-08,1.1222894806705989e-05,-1.942469709731724e-06,-9.064610753223014e-07,-5.918339355002051e-06,1.195707012597297e-05,-1.0062842365711042e-05,-1.8375447976379812e-06,-2.154530008974834e-05,-1.4527636864058028e-06,9.81650487751788e-07,-2.1993192265900944e-07,6.842502408257269e-07,2.3852785314181026e-05,-3.58750414278589e-07,6.663544468281421e-05,0.0,0.0,0.0
killcat,0.999993575426904,-0.003583798332095742,2.0591453224511696e-05,-2.442640413466447e-05,9.748524597301329e-07,6.853657361589482e-07,9.722294276136197e-06,-7.589129393578108e-06,1.4050404060160203e-05,1.7274656791893333e-06,-3.6844745744834537e-07,2.861958720595342e-06,-1.433568774984139e-06,1.0928649894722227e-06,8.384307565162108e-07,-3.1506779269746918e-06,1.0038911213269773e-06,-9.895378703668638e-06,-2.619298134115949e-07,8.788809060598796e-07,1.2802374351001512e-05,-1.0755678321201157e-06,-2.9309048819894315e-06,-6.689457927589048e-06,1.184717610770022e-05,-7.632647846931987e-06,-7.052617764879414e-07,-2.150961226773969e-05,-1.454552770328872e-06,4.699895403118666e-08,9.824441586977504e-07,1.4802255433691537e-06,4.5115427474318036e-07,8.588136157438334e-07,3.318195793875712e-06,5.5681857511795876e-05,0.0,0.0
errhhbrerrh,-0.9999999901006614,3.539946888986525e-05,-2.3266908382812574e-06,-2.6073508830041535e-06,6.493177138406806e-06,-9.140500838593437e-07,3.017614434724065e-05,1.94499586823156e-05,4.114048632587209e-06,1.75107855916019e-06,1.8329629253162069e-06,1.9943198564629232e-05,-3.6302174840611366e-06,-1.3683008123062493e-06,-1.528810405963515e-06,-2.5520572575716436e-07,-2.3909546031744285e-06,7.274591506138549e-06,1.98230208210176e-06,-2.336889262536375e-06,-2.1089017101721335e-06,1.773806563603139e-07,-4.086795279628991e-07,2.4496319377848742e-06,1.5310707722290545e-06,-1.8097464557394622e-06,7.642295903007011e-07,5.169607101935837e-06,-6.419312807900603e-07,-1.7254923900413417e-06,-5.886860280454509e-06,-1.8888107679974474e-06,2.4916913382037817e-05,-5.615667255514935e-06,-1.8175225215363897e-05,-6.205499010546281e-06,0.0001248537567700687,0.0
AnAntichrist,0.9999999866745696,-4.2891829954339466e-05,2.8721404538967492e-06,4.326065499510838e-06,-8.587785844953105e-06,1.1482224637139231e-06,-3.27746173368348e-05,-2.4516180346005427e-05,-5.181093939223012e-06,-3.4693048772987805e-06,-2.046363611023787e-06,-2.5766842467950386e-05,5.657697180620606e-06,1.7967489646367232e-06,2.123090561119772e-06,4.5184575695863353e-07,3.3115470816039192e-06,-7.723302203429245e-06,-2.1187448124428933e-06,3.3504993195750266e-06,2.365552600897724e-06,6.580192684465215e-07,6.006449817155524e-07,-2.9406272724745304e-06,-2.143207439493458e-06,2.985203089095728e-06,1.403373028914743e-08,-3.65339860389414e-06,1.3416630502594729e-06,1.4208002856672533e-06,7.653221698937453e-06,2.3617178624890992e-06,-3.2325366337818255e-05,6.7000746612450575e-06,2.4116748755090066e-05,6.2016455084093765e-06,-0.00012359089808460104,7.14573779603356e-05
