username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Thomystic,-0.9999999641849905,-7.882367765268661e-07,1.006704392930987e-05,4.4484162266772366e-07,-1.603851196348034e-05,-7.916788255806283e-06,-2.4708119499316903e-05,2.0468348437310147e-05,-2.1991732390760225e-06,2.3460391813276876e-06,-1.7021742674932323e-06,4.434110872140993e-06,-1.0340178644640341e-05,7.740165651739642e-07,-4.864402889998985e-06,4.852139272626735e-06,5.428079620554516e-06,-1.4390700445443615e-06,-3.109079800746831e-05,4.331267476708891e-07,6.875972148532169e-06,3.27116820366967e-06,2.836443390852326e-06,7.912444942680344e-06,-1.1110418175973746e-05,1.0532887986275907e-05,-1.3091660992498583e-07,1.353753859065065e-06,4.248526883916516e-06,-2.0193475304921254e-06,1.963244697319994e-06,-2.45752103762023e-06,7.7519519446748e-06,-6.629608491567418e-06,3.4239336623490965e-05,1.0237206465240382e-05,7.053748428414081e-06,1.0511993809201257e-05,0.00025894824859419195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raanne,0.9999999641733287,2.23241439068999e-06,-9.927850880205324e-06,-1.3166274029446066e-06,1.7329741829983722e-05,8.371583045867112e-06,2.8612474369646733e-05,-2.245797292531903e-05,3.361355668140301e-06,-3.0514986512052715e-06,2.1913165937532817e-06,-4.454486474501107e-06,1.0413070177348533e-05,-5.835959765717816e-08,6.184402117055367e-06,-6.005060918447885e-06,-6.073964638037455e-06,8.033826124547229e-07,3.4780809171759724e-05,-1.0153862517075123e-06,-8.6813032976039e-06,-4.653634510190965e-06,-2.7799336893454264e-06,-9.585702277279535e-06,1.1888051736827527e-05,-1.0391707105855325e-05,-1.0156399003129308e-06,-7.42673903416521e-07,-4.257640847565299e-06,2.104293109634567e-06,-3.0603432410235456e-06,3.4859860457061708e-06,-8.57644141037107e-06,8.087150963343698e-06,-4.006542744064025e-05,-1.1173973037253144e-05,-8.484591597604186e-06,-1.274023978697636e-05,-0.00023145372562129898,0.0001105104744952055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sonsofaureus,0.999999964051793,-2.322573315527078e-06,-1.0486249526688843e-05,1.7476524969839879e-06,1.5763250961015733e-05,6.901388127206086e-06,2.667106437886192e-05,-1.838936677190782e-05,-1.5670277368802988e-07,-4.697098229253415e-07,2.79628641207539e-07,-4.074419854994369e-06,1.337468111263227e-05,-1.9362689438130742e-06,6.657463151808229e-07,-9.081680219318202e-07,-5.0399026847608675e-06,3.2121751272602043e-06,2.8607001287855814e-05,-6.051839588229197e-08,-2.3960197813987968e-06,2.248154120371815e-06,-2.67894994731253e-06,-3.7638582623762767e-06,1.1387977215588153e-05,-1.1901557589943339e-05,5.124958589092975e-06,-3.485803877388361e-06,-5.12354506448419e-06,3.71981427315655e-06,3.736478347559808e-07,-4.150059762817726e-07,-3.16229199226332e-06,3.111354414600819e-06,-2.5918611279638427e-05,-0.00014126892699020807,-5.003508344431489e-06,-7.762932125900894e-06,1.0455798848884214e-05,-5.4774418837709735e-06,0.00021936771926983503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BobbyBobRoberts,-0.9999999770471268,9.30890122571336e-06,1.2685247636499446e-05,-7.822232972101726e-06,-2.839927902512028e-05,-3.3142495748322256e-06,-9.495990062702647e-06,3.0481246954049856e-05,4.700197489287859e-06,-2.7298214258473546e-06,1.079381867087974e-06,1.9228822369196433e-06,-3.4387224725134316e-05,2.385594272053338e-06,6.425537397432147e-06,-4.888972766646614e-06,1.0449819852643788e-05,1.8621238065566638e-06,-3.313102581705992e-05,3.154024981119013e-06,-1.9393299229660124e-06,3.2267684929381536e-06,2.3486462273995924e-06,-2.651973344167543e-06,-2.800176672972901e-05,1.5070836213370622e-05,-6.5345487814801e-06,-2.5352083461370786e-06,2.3412239388471815e-06,-1.0622279152315298e-06,-9.263031236862135e-05,1.5406959097212892e-06,3.2783915631080376e-06,1.2128635840402712e-06,1.9356813614236173e-06,2.4654445402610305e-06,-1.238983126959916e-06,-2.6318487254721184e-06,-4.730371875492981e-06,3.5579964767592134e-06,4.511995328790178e-06,0.0001774537121393133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CommanderSheffield,-0.9999999647694845,5.121418443853606e-06,1.1362410046990783e-05,-3.3738449511436334e-06,-1.3018221272274602e-05,-6.536024909307342e-06,-1.4419617063575989e-05,1.4673252343302278e-05,2.3871715005713527e-06,-7.141063591952903e-07,4.884133648393795e-07,4.326713138906573e-06,-1.217620968193484e-05,3.5082189643530026e-06,1.43099239100137e-06,-7.53821617391936e-07,3.544424460662455e-06,-4.829884450057994e-06,-2.0186936423596237e-05,-1.6708329304843019e-06,-9.303748836522741e-07,-4.532849250384288e-06,2.957368539343386e-06,7.992413937299722e-07,-9.022185446057625e-06,1.1900378695491293e-05,-4.970973016231863e-06,4.948981383433228e-06,4.8139293172219024e-06,-2.8623159432008807e-06,-2.598371181171565e-06,2.184871049684035e-06,2.9228420135075117e-06,-6.677246642499239e-07,1.4471064215002742e-05,8.892035192778532e-05,2.218806682626251e-06,3.2262444013282114e-06,-7.721215776866816e-06,5.0242780982698675e-06,-0.00013466889119266755,1.1236920745706293e-06,0.00020570862636274634,0.0,0.0,0.0,0.0,0.0,0.0
TheSausageGuy,-0.9999999915472031,2.6216616017128707e-06,2.9908846241951036e-06,-1.7703519178533387e-06,-1.8649875736082828e-06,-1.018543195793277e-06,-4.163906465667066e-07,2.98249786350493e-06,1.6521291236074695e-06,-6.780304254644838e-07,4.176665019212877e-07,1.5033939361041974e-06,-2.4209884740016323e-06,1.587368970573434e-06,1.0600781753785282e-06,-5.958405577381127e-07,-1.7984923929029908e-07,-3.5545244987763427e-06,-2.754447550181635e-06,-1.625707185540029e-06,-1.8952608101020048e-06,-4.569884206149655e-06,8.104196074351749e-07,-6.324185115353495e-07,-3.550874293135935e-07,1.6113712677783839e-06,1.7327304382338552e-06,3.872496471189946e-06,1.3682255794522135e-06,-7.245753235955129e-07,-7.74540677860201e-07,1.4148797691995393e-06,1.1590006826441906e-06,4.846245868607623e-07,1.9101508794882316e-06,1.5793790449717504e-06,4.733341380021764e-07,1.0901480323844192e-07,-1.1218117507461507e-06,1.4447953952239952e-06,1.7456066897232622e-06,3.4077457451840367e-07,9.822150175917421e-07,0.00012949128476298283,0.0,0.0,0.0,0.0,0.0
holophonist,1.1764443663829476e-14,-6.443248033427029e-13,2.2953863646873854e-13,-3.4607905520603487e-12,1.865521484649498e-12,-2.3308330764854915e-13,-1.1700977173937376e-12,1.056907629791851e-13,-5.06506678428821e-15,3.3112626678172907e-13,-1.089157063711777e-13,1.3423823083248476e-12,9.307439597357147e-13,-1.7659952537803576e-12,-2.1907016202572445e-12,3.80081535145055e-12,-1.5011239384893068e-12,-1.2213237493578793e-12,-1.964431753864631e-12,-2.7591386166508843e-12,-1.4556834971308476e-12,5.230072175504348e-12,6.388606608577037e-13,2.779221058682658e-12,6.466878527313015e-14,1.2028202472765717e-12,2.353382502552401e-13,-7.479608130068511e-16,-1.1705871436055353e-12,-1.9494224781529784e-12,4.0068909035642986e-13,2.5449747022274576e-14,1.4461624991449035e-12,1.7418264269463867e-12,4.444972318700595e-13,2.441536026683524e-12,1.1082175038416221e-12,2.4792309404613474e-13,-2.4997784108189327e-12,7.036331362763857e-13,3.668922765995802e-12,-9.253311367422187e-13,1.729888886074357e-13,-2.5586889014276003e-13,1.0,0.0,0.0,0.0,0.0
matt2000224,-0.9999999618935667,-2.0464945208238355e-05,-4.84622226428917e-06,1.2119435602271454e-05,-6.957626291751808e-06,-6.586176089241555e-06,-0.00012369255138466084,1.643213464517388e-05,-1.3151701557169637e-05,7.5069224048087e-06,-4.330658977362751e-06,-1.508627804792488e-06,-4.09665099429775e-06,-9.256703991913075e-06,-1.2785674533222945e-05,7.619996010753812e-06,2.9236647289085746e-06,1.6704960676690855e-05,-4.141037900098418e-05,1.3485274680419425e-05,2.4275840989170017e-05,2.254844377439691e-05,9.423505784329738e-08,1.679728519327651e-05,-1.5593099318921375e-05,-8.391683616172745e-06,5.775383203867663e-06,-1.5965602963940154e-05,8.816608409141618e-06,-1.456454126142407e-05,4.8703683203124055e-06,-9.29257214528167e-06,-1.0549635300910349e-05,-1.673727757882254e-05,6.298686028259132e-05,2.7384926992748937e-05,1.341330839521859e-05,2.2054799346491446e-05,2.3814342952441456e-05,-1.9907299369939284e-05,-1.7747129846213017e-05,-1.5804421107614118e-05,-1.3309193005474918e-05,-1.1856200271367101e-05,-8.229026527076755e-16,0.00021725753153783452,0.0,0.0,0.0
DBDude,-0.9999999687490247,-6.189555482465588e-06,6.802900717115744e-06,3.8900429164508505e-06,-2.1552749862244123e-05,-7.330994937982063e-06,-6.45287662455887e-05,2.452267255632425e-05,-5.772314476182884e-06,3.990715706618354e-06,-2.3973496764681578e-06,3.3715968223824465e-06,-1.3288980181231216e-05,-2.437344427825262e-06,-8.455257818756629e-06,6.583907668059026e-06,9.054129702155247e-06,3.545896408802646e-06,-4.7605784947199344e-05,5.387018850270054e-06,1.3480271960047674e-05,7.47343529402854e-06,2.0001771223066612e-06,1.300097052608241e-05,-1.797264934851343e-05,7.5506248304292185e-06,-7.350677592943679e-06,-3.1813065577564583e-06,5.220923071866817e-05,-5.512437527503643e-05,6.688131121338296e-06,-6.787183779380225e-06,3.262844477177906e-06,-1.0911546996208117e-05,5.2873608593069366e-05,1.5696856779926974e-05,1.1211304081450968e-05,1.7317496232023382e-05,-4.109807601304611e-06,-9.4795202724205e-07,5.220932439350361e-06,-1.1532997984623026e-05,-6.411694622146344e-06,-6.192604707391981e-06,1.6582764302601009e-15,0.00011856492733527351,0.0001724600881747846,0.0,0.0
davidthetechgeek,-0.9999999567446273,7.258362973409517e-06,1.9452877250147818e-05,-5.431314118296056e-06,-2.4523417339096054e-05,-1.1586854386498882e-05,-1.3429821054924661e-05,3.612075618589842e-05,2.406301148232281e-06,-1.131484057910559e-06,8.007595764661412e-07,6.024044066264651e-06,-2.5756415966631757e-05,3.3690172224755767e-06,3.8269741146573965e-06,-3.1964544260190954e-06,5.359013956720669e-06,-3.5893396269502787e-06,-3.8751078669053485e-05,-1.3593212339441837e-06,1.7096150151150877e-06,3.912966870148128e-06,3.985988330771783e-06,2.2475844483706893e-07,-1.937292490083131e-05,6.074499478454655e-06,1.9537478768753554e-05,2.37134409443528e-06,4.830232730298233e-06,-2.9143965133999676e-06,-7.562951490206443e-05,9.946744134797876e-07,3.896011266269291e-06,-2.8557358483487485e-06,2.8593189759783627e-05,8.997113473736418e-06,6.07186286406293e-06,8.545220274134111e-06,-1.1475491463529843e-05,7.631154761638357e-06,9.156960492746073e-06,-3.79912829620646e-06,4.479440043126906e-07,-1.7983708702271876e-06,-2.9795395947034056e-15,-9.35952727913835e-06,-6.311291171818692e-06,0.0002711153821308201,0.0
nothing_in_my_mind,0.999999966441557,3.891671338378244e-06,-8.206169276711737e-06,-2.4436721740904962e-06,1.9363343769977807e-05,7.669406226302212e-06,5.323490162529162e-05,-2.310136450908931e-05,4.221513065248773e-06,-3.079536902418244e-06,1.8073953220965211e-06,-3.826063740816502e-06,1.2385554260841172e-05,1.1761597173145228e-06,6.245636076668963e-06,-5.000011692578751e-06,-7.342172499652075e-06,-1.314147432482351e-06,4.1706538552174024e-05,-3.40381322615305e-06,-1.027395968706551e-05,-5.1571202539086815e-06,-2.2743520476811454e-06,-1.031942684057596e-05,1.4970497294881961e-05,-8.887243141860686e-06,6.0888241234667384e-06,1.174148272505698e-06,-6.375456125206128e-06,5.714307586273582e-06,-4.868693420131261e-06,4.196950520952585e-06,-3.1371968942040165e-06,8.616165001265911e-06,-4.626728486934055e-05,-8.071053178476433e-05,-1.012747709069871e-05,-1.5519998370785103e-05,7.179262880943148e-06,-1.6749596541815787e-06,-2.818793522964182e-05,1.0834374069682629e-05,4.536255449881197e-06,5.534816528058865e-06,6.135345703809593e-17,-9.043321080834823e-05,3.671221525843477e-05,7.074570456451483e-06,0.00020194188732946042
