username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
SmellGestapo,0.9999999902228,-1.08118729066138e-05,-1.6395097050816586e-05,8.749107142293226e-06,2.9062324249706834e-05,6.510634039082123e-06,1.668433804056729e-05,-3.3650617196514957e-05,-4.944945130068567e-06,4.949561780167431e-06,-3.800324010070958e-06,-4.092975665705014e-06,4.6187979760876295e-05,-1.202093217721798e-06,-1.05499493933164e-05,1.0215246978323375e-05,-8.896964392663733e-06,-1.9716972860020287e-07,5.513741922126223e-05,-2.1870550892579264e-06,2.4239918897714722e-06,-3.255448829588271e-06,-7.59358173539303e-06,4.82545587293405e-06,0.00010555715126897087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paul_aka_paul,-0.9999999806633199,1.5018900843510354e-05,1.7492300863256798e-05,-1.0838059289301479e-05,-3.7367317245830744e-05,-4.544687064792507e-06,-1.3667938095510479e-05,3.0107280440706513e-05,7.638482515272196e-06,-6.325672596443271e-06,4.690254805030069e-06,2.618064467646833e-06,-4.3579077363393866e-05,3.54898966019795e-06,1.4198357292991795e-05,-1.417403131941029e-05,1.5039321911630157e-05,2.9540559228227523e-07,-4.806879255126456e-05,2.8175552176474055e-06,-5.533360328457481e-06,-4.892652279569113e-07,2.566001340035573e-06,-8.951352295209818e-06,-3.4300813765673336e-05,0.00017097878787804407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hiptobecubic,0.9999999828354985,-1.5344210525944128e-05,-2.1418416471016697e-05,1.1396127352070508e-05,4.822389067222506e-05,6.663378638419227e-06,1.7308631245727115e-05,-4.0399310288749275e-05,-6.510574007280468e-06,6.346515427511372e-06,-4.90387452305935e-06,-3.2233699086361366e-06,5.2578149795328394e-05,-2.5600402059496875e-06,-1.4171671916253843e-05,1.4737378115868434e-05,-1.982309037011993e-05,-6.67121847289814e-07,6.696529796047077e-05,-4.531618807384269e-06,2.4210573388205573e-06,-7.198683454745849e-08,-2.895603986608558e-06,6.9948791729578045e-06,4.4493720808581526e-05,-0.00010615615898631354,8.767478042738926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ellipses1,-0.999999979951227,1.4371762950718875e-05,4.034235187534955e-05,-1.1360309901360123e-05,-0.0001132813138764659,-6.276510731163015e-06,-1.2091767500259656e-07,5.722758208116697e-06,5.101792921106591e-06,-3.1125003777961994e-06,3.3255540907541525e-06,6.111999880478977e-06,-9.836168773645705e-08,5.797146801387277e-06,2.8897954730615427e-06,-3.118991332203831e-06,-1.9326743103446458e-06,-1.2529491386012168e-05,-9.314938705233184e-06,-8.856593630294075e-06,-6.12213138183928e-06,-1.2692769633592205e-05,2.0314558765778183e-06,-2.7022572321454197e-06,5.433621871441324e-06,-1.277805342133299e-06,2.022912871640484e-07,0.00015660986282579287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hab33b,-0.9999999870708396,3.7174086326350313e-06,4.209122954175321e-06,-2.4075940367504314e-06,-1.7088600686511107e-06,-1.6991882942560234e-06,-6.355594879285272e-06,3.427390456374037e-06,2.4032357045570356e-06,-1.2214450652477192e-06,8.965164043725445e-07,2.1822054913335194e-06,-3.6703408854026157e-06,2.3404973714156994e-06,2.1582572785344985e-06,-1.7667173845830565e-06,-9.265697768218416e-07,-4.353713595229652e-06,-3.422536638723882e-06,-2.102085031259715e-06,-2.892211668318298e-06,-5.689372463132778e-06,1.289014165452097e-06,-1.6269920621533372e-06,-9.970715507778059e-07,2.4370967419578006e-06,-7.034720003382248e-07,4.523354140707086e-06,0.00016004562141313567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoyotePatronus,0.9999999769766057,-5.504860058959895e-06,-7.171927365814044e-06,3.595073586548982e-06,5.3530790963229474e-06,2.983983920721683e-06,1.2927727761330435e-05,-6.531696015736682e-06,-3.303364345396005e-06,1.7853573642598149e-06,-1.3188690631844017e-06,-3.400006371881845e-06,7.366478556249889e-06,-3.463332474581454e-06,-2.8558461575996696e-06,2.331775976706925e-06,-8.188076814771144e-08,5.937033269843243e-06,9.133948995661172e-06,2.762937497358693e-06,3.498744039992981e-06,7.234957332861001e-06,-1.9536616795816152e-06,1.7352269611837219e-06,4.1125280980754944e-06,-5.046628563706434e-06,2.592845944210449e-06,-6.0134274735127225e-06,-0.0001432282537623051,0.00015748077120297636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kingpatzer,0.99999998581682,-1.0300678790131913e-05,-1.3761627827366607e-05,8.973318157365684e-06,3.390475125435961e-05,2.9096676595975855e-06,1.6435638714910766e-05,-3.929167842980318e-05,-5.069663769456508e-06,3.7322664432842445e-06,-1.9493803206356204e-06,-1.6880467150494215e-06,4.375378061761166e-05,-1.3519671258390734e-06,-8.806022536950293e-06,7.667564159155152e-06,-1.1810117056543602e-05,-4.677468191222211e-06,4.370959482433954e-05,-5.135601585703649e-06,1.6265249797516508e-06,-6.663177411063696e-06,-2.346589601768363e-06,3.932237717547279e-06,3.701023914202147e-05,-1.4818133060937324e-05,1.2105026032002473e-05,6.132801652383113e-06,-1.335396286441509e-06,9.902713513786752e-07,0.00013775715612579596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barefootnpublic,-0.9999999758887339,8.23688121999774e-06,5.234446173367785e-05,-3.6219997669315287e-06,-1.1204583510916633e-05,-6.929107268621544e-05,-2.789960081466093e-06,5.438949765800275e-06,3.2006697512391184e-06,-1.4372919094852975e-06,8.968705407971802e-07,2.4262492245785853e-06,-7.570464354887281e-06,2.908941775388185e-06,1.214743159063374e-06,-1.4624677191097417e-06,1.5966602071998268e-06,-4.314260604241106e-06,-7.393455184716721e-06,-2.296421402293033e-06,-3.189079975703757e-06,-4.9178681124820154e-06,1.3760101600412942e-06,-8.927634581114393e-07,-4.783707371499633e-06,6.879011022435069e-06,-2.153579068447758e-06,4.063868176654315e-06,2.9631219767733662e-06,-1.465852588493165e-06,-3.6162289749474153e-06,0.0002002887035046237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
im--listening,0.9999999645286233,-4.7953872903827235e-06,-4.1214449389776065e-05,1.9987039976348826e-06,2.2421809408873948e-05,5.167665053967164e-05,1.2238270113926046e-05,-1.762271182572205e-05,-3.1179176455818413e-07,-6.266778639576535e-07,5.658274842594778e-07,-3.310182731698575e-06,1.3669057413356071e-05,-1.5693820372275733e-06,3.266836598782519e-06,-2.404526846889006e-06,-7.989651515753955e-06,2.78285564948458e-06,2.767187428939911e-05,4.0188028861100806e-08,-2.1504317984693225e-06,2.269048654871517e-06,-1.9661590241006503e-06,-5.3341699392762335e-06,1.2828585158287447e-05,-1.1855699062615597e-05,1.1506604585125769e-06,-2.9247778224218967e-06,-3.077536357905968e-06,8.720747141388454e-07,1.7593054783129588e-06,-0.00013633043459709298,0.00021347675924101128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jark831,-0.9999999770471268,9.308901780264502e-06,1.2685247613903324e-05,-7.822234575354689e-06,-2.8399278146444506e-05,-3.3142496367287753e-06,-9.495990890153798e-06,3.048124828896514e-05,4.700196745609141e-06,-2.729824090949015e-06,1.0793819315755e-06,1.9228794023821773e-06,-3.4387223449234255e-05,2.385594295235531e-06,6.425538959358031e-06,-4.888972838208645e-06,1.0449819852643788e-05,1.8621215509113468e-06,-3.313101969865689e-05,3.154025758093283e-06,-1.939331389752559e-06,3.2267690413657747e-06,2.348645176711128e-06,-2.6519737270452954e-06,-2.8001764626180346e-05,1.5070839232707974e-05,-6.534547459500782e-06,-2.5352069783725357e-06,2.3412252605120067e-06,-1.0622266408944876e-06,-9.263031520017386e-05,1.5406952270625687e-06,3.2783906971510923e-06,0.00017766533654540824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holophonist,-0.9999999936202425,1.1840617404779217e-05,1.738474209806948e-05,-8.614200112567124e-06,-2.55490779969254e-05,-6.474323533558828e-06,-1.8881743033718254e-05,3.60725262193527e-05,5.512488749396449e-06,-5.7556551271125785e-06,5.121854996119822e-06,7.047848292101969e-06,-4.489941894050757e-05,2.0509618372179978e-06,1.100153018373691e-05,-1.1483610702260744e-05,4.709155357170799e-06,-5.007509114017955e-06,-5.978962015846119e-05,-1.3157166854402655e-06,-3.4494565895249886e-06,-1.7747522740858896e-06,2.579493891666243e-06,-5.19387039214839e-06,-3.3831139729780516e-05,1.1312888624022649e-05,-1.852185567361139e-05,2.8729786602855233e-06,3.146268097345599e-07,-1.1069878326657637e-06,-1.0129294592480207e-05,3.5620326684196374e-07,-5.069047511782871e-06,4.968907705332041e-07,4.529540359612789e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nkklllll,-0.9999999827806028,4.895889703139983e-06,4.688029685177945e-06,-3.127994402728821e-06,3.025043448468947e-07,-2.0533109550557885e-06,-1.270235680045164e-05,2.538671308100144e-06,3.4774595332599136e-06,-2.0025282668036896e-06,1.5600796772777677e-06,2.440813804932611e-06,-4.5484331720712465e-06,3.1062319725060695e-06,4.176405470295808e-06,-3.7731963513735218e-06,-2.619321108854837e-06,-4.846988809283058e-06,-2.1473293742099877e-06,-2.4105267953833963e-06,-4.460503755383039e-06,-6.384869434783437e-06,1.5125137341167908e-06,-3.653209093223546e-06,-4.919232701517801e-07,3.8100478994503087e-06,-4.144527305850293e-06,4.815856768438116e-06,3.9675135155141665e-06,-3.679322260748211e-06,-2.153237041558356e-06,3.6461834824523015e-06,-3.851468398169577e-06,2.5345421923291043e-06,-3.371227664776045e-06,0.00018404460569290587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ralph-j,0.9999999901045855,-1.1438211249682899e-05,-1.5768312641997996e-05,9.139744495618327e-06,2.971021846791707e-05,4.567241716649131e-06,1.7572581707919932e-05,-3.570250976457372e-05,-5.260740860844006e-06,5.327173819721462e-06,-4.214168094111252e-06,-4.780991730649191e-06,4.796391718105489e-05,-1.4054033923076163e-06,-1.1102650563126891e-05,1.0853272290141993e-05,-8.638767502636367e-06,9.518542796125793e-07,5.886853730492636e-05,-1.5925055804659146e-06,2.7734958323819817e-06,-2.1058922474788294e-06,-2.145105919651147e-06,5.094834811504185e-06,3.7626431653270204e-05,-1.398470971157637e-05,1.8931117827712684e-05,1.0853913456417256e-06,-2.0313709678118596e-07,1.0238661037108866e-06,1.4676280359309947e-05,-8.087660182923112e-07,3.0514583183601776e-06,-1.0211434570819537e-06,-4.0364542069929716e-05,7.662552678760571e-09,8.238094524635922e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elliptibang,0.9999999855958005,-1.1618236850904688e-05,-1.4897028121494455e-05,9.679939656715371e-06,3.5200927186796546e-05,3.1124797399681516e-06,1.586412100834244e-05,-3.528757151976093e-05,-5.415824645963135e-06,5.0888837147114235e-06,-3.4169206223398714e-06,-1.0732066823085807e-06,3.945048548689311e-05,-1.3541774594874213e-06,-1.1984999778410697e-05,1.0944557207314906e-05,-1.40905838709486e-05,-2.394909928592829e-06,6.064461126199916e-05,-4.025057132486178e-06,2.84569057727721e-06,-5.2143729262137435e-06,-2.285833638353049e-06,5.51874313272322e-06,4.5379076044937275e-05,-1.9240493587293452e-05,2.0142608811105473e-05,4.395531664830521e-06,-4.2717577344749916e-07,9.770528731083914e-07,2.185821965761192e-05,-1.327393128680213e-06,7.464869149229018e-07,-2.2892684583301014e-06,-3.777836109257318e-05,-2.1234283037178305e-08,7.413228687326575e-06,0.00012218879711076172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
