username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
C21H27Cl3N2O3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox-mcleod,-0.913473531522383,0.40689815336030494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dickposner,0.8416149506420251,-0.5400780073685937,0.0001442656965671665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KerbalFactorioLeague,-0.8416113717454644,0.5400835687440643,-0.0001419563768734713,0.00013255104914857793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yunyun333,-0.8416020612753863,0.5400980348962241,-0.0001416246821753398,1.1246895713726745e-05,0.0002509466378831329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwerty_Resident,-0.7997804766880536,0.6002925601213056,-0.0001584448041589542,9.340934689213834e-07,3.920730262105915e-06,7.906097651299318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kino2012,-0.2084795524955675,-0.9780266343443977,7.014596730565756e-05,-1.0551003713935404e-05,4.656531083739253e-07,1.9743680987484617e-05,0.00041627203562697514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupcakesarethedevil,-0.9828633616072527,-0.18433554595874352,7.319864800626667e-06,-4.705544418946902e-06,-2.2237478920449284e-06,3.6542611116134877e-06,8.51013938361568e-05,0.0001075635369023001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
annoinferno,-0.9999999932530349,-4.773849316094105e-07,9.66815543149185e-07,2.780808168225029e-06,2.143096707135501e-06,2.6754345258356882e-06,4.154225304718455e-07,-1.6125304354850053e-06,0.00011606253168870913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Status_Flux,-0.9999999737459905,-1.1526013407070941e-05,7.775623908197029e-06,2.8207147373152313e-06,4.704171991460603e-06,-5.6198764470927645e-06,-3.363464201059923e-05,1.3958562121065924e-05,2.1931926737276267e-06,0.00022565925636043225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
socrates200X,-0.9999999737459905,-1.152601340652524e-05,7.775624677765298e-06,2.8207130621522932e-06,4.704171991460603e-06,-5.6198750428310495e-06,-3.363464121048085e-05,1.3958561088910366e-05,2.1931926737276267e-06,-8.66138038366682e-06,0.00022549297227637675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stratys3,-0.9999999850649831,-2.020063425351386e-06,2.217418620513901e-06,2.8865117871934965e-06,2.4064670805358506e-06,1.3980492611074235e-06,-3.323688889440407e-06,-4.322934805608927e-06,2.618825639817034e-06,-1.3172313658649179e-06,-1.3687989618925579e-06,0.00017264054273479916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grunt08,-0.9888839451649086,0.1486893823943902,-2.845487834520866e-05,5.610536347286757e-06,5.175104425935332e-06,-4.4831824377838835e-06,-2.9712125488760618e-05,-8.419985796016542e-06,5.006439894761096e-06,-4.5466802687796905e-06,-4.72467404572544e-06,1.7404354009974022e-06,9.298078915536406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galacticsuperkelp,-0.999999988147002,7.130641879733094e-07,1.115509176525577e-06,3.263011140218548e-06,2.9801346788837026e-06,3.5809476178369653e-06,6.177122861038069e-07,-3.3053939330655054e-06,2.8942603583573344e-06,1.0048448215581307e-06,1.044182286557568e-06,1.2343457189223475e-06,4.9384923110152e-06,0.00015370164405327313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
techiemikey,-0.9999999737459905,-1.152601340652524e-05,7.775623872422955e-06,2.8207147248192553e-06,4.704171991460603e-06,-5.619872075491978e-06,-3.363464285615789e-05,1.3958561323841166e-05,2.1931917171544687e-06,-8.661382576535717e-06,-9.000460900974672e-06,-1.8592056688241348e-06,-1.1880616888491324e-05,1.98970742958214e-06,0.00022498334952207244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KevinWester,-0.9999999737459907,-1.1526013408980894e-05,7.775620066332706e-06,2.820713116068705e-06,4.704171549046617e-06,-5.6198748620755586e-06,-3.3634644590438904e-05,1.3958558652858043e-05,2.1931898040081526e-06,-8.66138255794176e-06,-9.000461374006506e-06,-1.8592069295789834e-06,-1.1880620470595868e-05,1.9897053777061588e-06,-1.004124826922007e-05,0.0002247591608240423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suddenly_ponies,-0.9999999805876593,-3.893840347628191e-06,1.3468748195386454e-06,2.089079954423263e-06,1.1828858149942148e-06,-3.8737033265527813e-07,-5.2574749194888916e-06,-4.18173062982293e-06,3.7965097267110366e-06,-2.3192826504117177e-06,-2.4100781098650977e-06,-3.410554863466549e-08,1.2564267510989386e-06,1.7086919908907786e-06,-2.4609988854390984e-06,-2.5734006752391257e-06,0.00019675844212667517,0.0,0.0,0.0,0.0,0.0,0.0
themattydor,-0.9999999805876593,-3.893840350356695e-06,1.3468761485428635e-06,2.089083281710099e-06,1.182884930166242e-06,-3.873702887755797e-07,-5.2574745871976444e-06,-4.181730912506369e-06,3.7965116398573527e-06,-2.319282669005675e-06,-2.4100786215406906e-06,-3.4104295687175235e-08,1.2564267510989386e-06,1.7086919908907786e-06,-2.4609993789080717e-06,-2.573400697285143e-06,-4.70206512192902e-07,0.00019675788027779154,0.0,0.0,0.0,0.0,0.0
Valnar,-0.999999988147002,7.130641874276087e-07,1.115505594485293e-06,3.2630112026480337e-06,2.9801337940557293e-06,3.5809490659783784e-06,6.177112182606289e-07,-3.305394187862639e-06,2.8942594017841763e-06,1.0048448308551093e-06,1.044183280925936e-06,1.2343450983041211e-06,4.9384923110152e-06,1.4660537317863924e-06,1.3463408992396038e-06,1.407831996033868e-06,1.357297650059558e-06,1.3605462901106125e-06,0.00015367029024268214,0.0,0.0,0.0,0.0
ohNOginger,-0.9999999932530348,-4.773849313365601e-07,9.668172611014187e-07,2.7808082352909952e-06,2.1430975919634743e-06,2.675431632995226e-06,4.1542379780583084e-07,-1.6125284156587948e-06,6.704447168081403e-06,1.0628557526491949e-06,1.104465231160029e-06,1.6757459163416076e-06,5.964980189296122e-06,1.8396876608039065e-06,1.4637186274392984e-06,1.5305702491933045e-06,2.1207026461706114e-06,2.1257767019781936e-06,1.758114436431288e-06,0.00011560642937938421,0.0,0.0,0.0
Jaysank,-0.999999988147002,7.130641871547583e-07,1.1155091904428545e-06,3.263012815173366e-06,2.980134236469716e-06,3.5809504483002443e-06,6.177122190270528e-07,-3.3053939853020158e-06,2.8942603583573344e-06,1.0048443295672227e-06,1.0441827600134854e-06,1.2343457189223482e-06,4.938493505050048e-06,1.4660551380685069e-06,1.3463399629177615e-06,1.4078305229861912e-06,1.3572987277589615e-06,1.360547370388547e-06,1.4036402325038987e-06,2.3156330951352074e-06,0.00015364643089126252,0.0,0.0
