username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
thatoneguy54,-0.7827375330218274,-0.008492716763771968,0.6128772895432061,-0.10784744911972326,-0.00040783056432647333,-8.105325301910774e-06,1.754100150842732e-05,3.202960151854838e-05,-7.889715140430465e-05,-4.433756891795917e-07,-2.0075127984177544e-06,4.832164766675709e-05,2.1848597744878905e-05,7.061454951439573e-07,-5.13549591456052e-07,1.1241040708231102e-05,-1.8736810352484996e-05,-3.1382377809837586e-05,-8.41709905228952e-08,1.4932073820255956e-07,7.491304252579081e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kerouacrimbaud,-0.32099193374586543,-0.010230978292271448,0.921758376355658,0.21730183457791583,0.0009277528624792898,2.661576431573357e-05,-4.5994939135868336e-05,-7.606816072077071e-05,0.00012078046075230364,9.54135586867542e-07,-5.562353444648475e-05,1.8859420766843405e-05,-4.6424568508393974e-05,-1.2243064748205948e-06,5.167470137309493e-07,8.810723527205987e-05,-5.524142412693583e-05,-6.361898520768715e-05,3.5042515417359403e-06,-2.8799094472276e-07,-5.994001952630159e-06,9.705254461691062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarcazm,0.8737399156613285,0.00504194985007952,-0.4678324972082445,-0.13298695006187256,-0.0005595075890416015,-2.5163416101000447e-05,3.6928164603354794e-05,5.1216836997260704e-05,-0.00011434880902014196,6.296205470405989e-07,2.378182777743514e-05,-3.03675003149747e-05,8.204225577669403e-06,-2.2542861511434073e-06,1.8258864839203705e-06,-4.079336680258445e-05,2.4782549684953938e-05,2.9009456681270805e-05,-1.7837649664747445e-06,2.2255474136293756e-06,-7.607430367775688e-06,-3.4075570906793616e-05,0.0001659387933046849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Not_Just_You,-0.8737329134571145,-0.005043938374263766,0.4678421692062407,0.13299872103108717,0.0005567224902673309,3.214290011793442e-05,-3.485750051666177e-05,-5.166432811505166e-05,0.00012082595083142387,-1.915414849138855e-06,-2.3584361254413282e-05,3.0073810246077627e-05,-1.02349305818791e-05,5.307605360019939e-06,-4.18812796847334e-06,4.0057100168926206e-05,-2.4107584207918615e-05,-3.12054271684664e-05,9.642335676024856e-07,-5.361191584765293e-06,1.6288793923277567e-05,2.9303617098879657e-05,-0.00017686407477558806,0.00018132496449233446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottmk4,-0.6191664720212132,-0.009234042676049764,0.7792559263151076,0.09647564749086066,0.0004467418573229564,2.5840615209543112e-05,-4.2221346002791584e-05,-4.703001106657205e-05,7.813022089908114e-05,2.575791006314631e-07,-4.3808527871076865e-05,5.6288219126918095e-05,-1.3685699069730877e-05,5.079594129564584e-07,-7.433673338990563e-07,7.679409988455887e-05,-4.601016030437478e-05,-5.170013824312215e-05,4.220269648333777e-06,-1.1811564300378384e-06,5.487242959753229e-06,6.705172141631305e-05,-0.00010874350655196898,-2.3911633180334127e-06,0.0001429714245180264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifiking,0.9857697855388305,2.584709211540507e-05,-0.08008215987268853,-0.1477984679781349,-0.0005815321144925198,-1.7338636255701868e-05,2.6796503813133206e-05,4.690713452304549e-05,-0.00012911953457282597,7.967862512482266e-07,3.23613215855237e-08,9.749224641140004e-07,7.233820036964282e-07,-2.9801989134023737e-06,2.0780552785385137e-06,1.1030112057035337e-06,-4.199438912992208e-07,5.242704483060475e-07,5.611938946863008e-07,1.5311773588712143e-06,-6.261465953240103e-06,2.6628692365126313e-06,9.699824845437807e-06,-1.0735701683754788e-05,8.215927435973228e-07,0.00017730688761962617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on_my_lunch_break,0.25725924427170666,0.004755905538763247,-0.7171475484310936,-0.6476785498210892,-0.002591934158926421,-3.873203069438843e-05,7.633989972987535e-05,0.00018687966430024454,-0.0003747868052777155,5.861060830306032e-07,5.490014633702296e-05,0.00011299600246804729,0.00011963260290421441,2.3667681429377466e-06,-1.2018747779981472e-06,-6.090475380341287e-05,-4.4523543041320035e-06,3.0242277590730295e-05,-2.4058556320987815e-06,-1.0462699187599128e-06,2.382033879770225e-05,-6.158069297609262e-05,-1.015163572222328e-05,7.23651806671662e-06,4.7653642303539465e-06,-3.2565856954777975e-06,0.00011108508993970474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlyn,0.985771735466332,2.5220425553200906e-05,-0.08007364345445706,-0.14779012924835805,-0.000582843173639147,-1.4629441862857679e-05,2.7609327498809992e-05,4.6937441935287385e-05,-0.00012645961270739943,-7.94806206319972e-08,4.236116246678018e-07,6.911934446152103e-07,-2.2602335360387241e-07,-1.061976498313002e-06,7.331304740558679e-07,3.0837871289494484e-07,9.687936014360894e-08,3.717567538513972e-08,9.388759245316682e-08,2.1320644183025174e-07,-1.5026412691076694e-06,5.418791060475187e-07,2.553497581106951e-06,-2.5438058727316775e-06,2.0408397124184786e-07,2.366049546327691e-06,-7.190898230374811e-07,0.0001238485003729718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redbrick29,0.985772480688903,2.5203867640317488e-05,-0.08007048187263245,-0.14778690438772948,-0.0005834880358644032,-1.3518499679250172e-05,2.7819851400025818e-05,4.689995377133131e-05,-0.00012547958592542375,-3.190594168789349e-07,4.0251795150162595e-07,3.412748232282188e-07,-4.959476896765417e-07,-9.052787554773519e-08,6.526311154296899e-08,5.849926774170282e-08,2.330538513679354e-07,-1.4521137116403612e-07,-6.905360008481335e-08,-2.6607313304086805e-07,4.6297280134543557e-07,-3.6010947969803893e-07,-4.918028780742818e-07,8.32913445851635e-07,-6.368595768387457e-08,-1.9612283278276828e-07,8.874093856386351e-07,2.2180478462076388e-07,7.171277527073106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irishking44,0.985772316964697,2.5209706176509415e-05,-0.08007126198199814,-0.1477875656966652,-0.0005833091160090584,-1.3755018866403006e-05,2.780712843335454e-05,4.69197148010052e-05,-0.0001257127749746375,-2.5080583392057683e-07,4.085803371157774e-07,4.2120320855803883e-07,-4.1806538664929197e-07,-3.5999694305337607e-07,2.4352663740074287e-07,1.765925305174064e-07,2.0715716302034302e-07,-1.2721988069867077e-07,-3.782717190318096e-08,-1.816065721499543e-07,-4.324225304473556e-08,-1.5716320704278242e-07,2.897423371779838e-07,-1.5287143454913595e-08,9.151463930163044e-09,4.524038038233125e-07,5.702909059880315e-07,5.028905490598503e-07,5.158134041642407e-07,8.764365039427033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MaxJohnson15,0.9857721437695205,2.520976625666989e-05,-0.08007201760736533,-0.14778830334012444,-0.0005831483445789286,-1.4010902937034218e-05,2.776763751382693e-05,4.693163328675101e-05,-0.00012594331880128685,-1.9294994113403049e-07,4.168724393242623e-07,5.06313050497947e-07,-3.520704062940675e-07,-6.030117672706175e-07,4.088598693198798e-07,2.501739969693059e-07,1.7745366879733684e-07,-9.067281031756601e-08,-1.6572934303771916e-09,-7.605786326301784e-08,-5.20688419364977e-07,5.437715437216425e-08,1.0298870762929233e-06,-8.304441637842725e-07,7.527651777056219e-08,1.077256416535997e-06,2.0731404980434444e-07,7.6667764001956e-07,4.82230883115166e-07,5.81656552251036e-07,0.00010112064955315896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PuleaSpataru69,0.6939302413513706,0.009678483310180695,-0.7138477779422344,0.09374623165856984,0.00035465414501023205,7.500739161181603e-06,-1.4993960507065423e-05,-2.7699544069928714e-05,6.872249917670818e-05,4.4662746877414465e-07,1.8195550519987603e-06,-4.229637915270437e-05,-1.8554292940105684e-05,-6.317684289410626e-07,4.2068577331068873e-07,-9.729824900799992e-06,1.6293289143583355e-05,2.7326911286967116e-05,-4.755014730841327e-08,-3.4819199247729827e-07,-6.501559146789204e-05,-1.6995040100733163e-07,-5.392202107005818e-07,5.209149120774837e-07,1.4271702175077434e-07,-8.600615733276627e-08,8.15141427746725e-07,-1.9779661363049214e-08,-1.402626040497035e-09,-3.456297205325733e-09,-7.506253698322035e-09,4.5301645512435055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ThisIceAintNice,0.05116621424062547,-0.000292554882605988,0.48426646084625347,0.8734160440860176,0.003456795223274018,3.200736898820831e-05,-6.415108268994543e-05,-0.00023129010458874775,0.0004959986880494038,-8.274860829445118e-07,-5.3080890711292836e-05,-0.0001988193572526422,-0.00016659524894524057,-1.1002428007449283e-06,6.319273054873859e-07,4.025912693000749e-05,1.8134406010420786e-05,1.3488551710004564e-06,1.0231663347511463e-06,1.3276990221507457e-06,-3.40222408647247e-05,2.2832121616195465e-05,1.0628715243618058e-05,-3.5175270237587375e-06,-1.0165525340186066e-05,1.0039990165610182e-06,-7.139618700389508e-05,-3.085676243039847e-07,2.1954000319458433e-07,9.994485131719763e-09,-1.2155578911907212e-07,-2.067834959913041e-07,9.28344935974848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrettySneaky71,-0.6939299956235094,-0.009678712621805731,0.7138478755467709,-0.09374726198986258,-0.00035498213019230604,-7.410001784290849e-06,1.4801828100546568e-05,2.750818379897968e-05,-6.832800790733871e-05,-5.904224445936771e-07,-1.915475407589328e-06,4.262335031268537e-05,1.800976015057285e-05,1.0119207565446095e-06,-6.384347013870845e-07,9.671269932473557e-06,-1.630461020835035e-05,-2.7499381887493584e-05,1.3810215425243827e-07,3.800150318704031e-07,6.574074025028069e-05,9.419317142180698e-08,-2.7870273374599043e-07,4.885964243483916e-07,-5.168352348021126e-07,-8.856031463068139e-07,-7.630607006007732e-07,-2.6710466066509384e-07,2.5452244101752156e-07,5.726642491407203e-08,-7.298259239850965e-08,-4.4829280098494346e-05,1.6071838177724972e-07,6.192763848568451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JNelson_,-0.6857301040354608,-0.003725586641869898,0.5472812388496509,0.479833105097244,0.0019099696404868169,2.3917747748921058e-05,-4.640871986194055e-05,-0.00013306895079649847,0.0002753888518687158,7.526593845446075e-07,-3.628068701235284e-05,-9.623019418804605e-05,-8.957835619154008e-05,-5.18754756084015e-07,2.9759407380539674e-07,3.559152999413095e-05,5.570751806650505e-06,-1.2370896266075012e-05,1.1984843302108241e-06,3.0036022172391663e-07,-1.8466671001660765e-05,2.9651721169762902e-05,5.087676802339458e-06,-1.2977078755489097e-06,-5.40514191507149e-06,2.2183898919737632e-07,-6.043737548371329e-05,-4.6498051856321047e-07,3.9465654842113095e-07,1.1914944739686341e-07,-8.965766904133464e-08,1.0001683306818694e-06,2.4184540435460568e-05,-3.5784323560322025e-07,0.0001070193001508243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZeusThunder369,0.6384037185991249,0.0039874542137275535,-0.5810811444992,-0.5047428343074638,-0.0020056396402734263,-2.2640986216840784e-05,4.522246931045922e-05,0.00013802730295000787,-0.0002883962768150277,-5.837360955311973e-07,3.6045698941945795e-05,0.0001052709605767688,9.482769562089218e-05,5.818722756706244e-07,-3.9872498073334823e-07,-3.3317075714469375e-05,-7.0645500019045375e-06,8.843468215644033e-06,-1.1326982546819363e-06,-6.194238762708061e-07,2.0019669287923232e-05,-2.5870474947811523e-05,-6.177912690875809e-06,2.1268280364394582e-06,5.777488851990058e-06,-6.82621541343301e-07,5.720347928220695e-05,2.880908516255648e-07,-2.862425347744131e-07,-1.0257874808228993e-07,3.636388380313296e-08,-6.881523846022054e-07,-3.417148373781104e-05,4.6307722934697074e-07,-7.680575267669733e-05,7.441600671067463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elasticretreat,-0.6991115385582082,0.009660214461388806,-0.7074747226627337,0.10309763734084608,0.0003100026848523905,-9.17341037486825e-06,1.2875295092640092e-05,-1.1470785413567773e-05,5.8179313026863944e-05,-3.6328480255452564e-07,4.2458783649885074e-05,-7.325126936002352e-05,2.0487069908949565e-06,5.483304681097132e-07,-1.723686071667853e-07,-7.969031569625586e-05,2.7412939428838974e-05,3.194186312116875e-05,-7.698746265596609e-06,7.156847139096719e-07,-6.157148561875439e-06,-2.70187176477712e-05,1.0496281505929215e-05,-1.0535456808946094e-06,-1.2588135369342264e-05,2.717507137786185e-07,-1.4913333924531727e-05,-2.463909467141988e-07,-3.4245749521203763e-07,-3.0451187808167113e-07,-2.7774078615070727e-07,-2.3944576859435867e-07,1.8310661990834965e-05,-2.0424549606981747e-07,4.5684653802657656e-07,-3.15745368086347e-07,0.00011857461302012133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WhiteCrake,0.2888018617380532,-0.011591116546557824,0.954310438897029,0.07583213855771859,0.00039334307263448685,2.0018464683413734e-05,-3.224212908891822e-05,-3.87346648661694e-05,3.113453287251408e-05,8.868502685439759e-07,-8.37416401673105e-05,5.63204436345059e-05,-5.3063075399683855e-05,-6.991283065416157e-07,2.780290310889589e-07,0.00013844094556517988,-2.5715110029789828e-05,-3.880110920627736e-05,1.5325344592643604e-05,-5.928899809581344e-07,-7.976408375862904e-07,2.444807958625495e-05,-4.81109564759382e-06,1.207129903207763e-06,4.842349014611437e-06,-4.951042870447563e-07,8.90213657732002e-07,-6.072479128677293e-09,3.83322912012777e-07,2.458623151980605e-07,1.4773345079759657e-07,5.805262597257172e-07,-1.07578821534241e-07,-3.5048250380822086e-08,-2.613507251399289e-07,4.09116866976866e-07,-3.825638545065982e-05,9.131022814724279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dd_8630,-0.07210727613768639,0.01049353390571375,-0.9635898524114046,-0.25726199138779693,-0.0011019112095610676,-2.5281017864004466e-05,4.2565769440581355e-05,8.463951729229267e-05,-0.00013406348168752544,-1.318964175210675e-06,0.00010050459407341566,-5.180336756553856e-06,7.83803434281039e-05,9.038473336676963e-07,-4.0448189941838815e-07,-0.00016099050728420457,1.1526070575024997e-05,1.9419980017361928e-05,-6.580323451044099e-06,3.7123486292855143e-07,4.415501167204799e-06,-1.711658400715468e-05,1.5985096644509291e-06,-5.899271864865333e-07,-1.4876669463107371e-06,2.2468368125109406e-07,7.0462451651538794e-06,3.358185298172742e-08,-3.1622018304722144e-07,-1.986082453708017e-07,-1.113763727578692e-07,-4.5378952593413214e-07,-9.86837281810053e-06,3.4736583735065056e-08,-1.4890850539334793e-08,-2.8893110250587604e-07,1.7374828239136058e-05,-3.73950626485919e-05,6.232176507647666e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doggobotlovesyou,0.06485843438065003,-0.0117318624960648,0.9902543016267534,0.12268548407061002,0.0005814632297755812,1.4350037947334151e-05,-1.7372234253880856e-05,-4.272576228965926e-05,1.0766887037121298e-05,2.952501629327962e-06,-0.00011363430257172183,6.598485782304108e-06,-8.695780042838666e-05,1.018250146911756e-06,-3.95169286529838e-07,0.00018202765735512145,-1.4685540530452008e-05,-2.408007334426655e-05,7.294940722190106e-06,-1.495709878080859e-06,-4.592083333572619e-06,1.9578444420879354e-05,-8.347215766664348e-06,9.182332830197221e-06,4.829270613634618e-07,-3.9767308229358416e-06,-6.288780242251222e-06,-8.529808934121253e-07,1.7901098055032895e-06,9.400772818336627e-07,2.898683460064154e-07,2.172462065219455e-06,9.625010084007592e-06,2.694624759420485e-07,2.5616670889940464e-07,1.4924986978956477e-06,-1.9163759600385412e-05,4.0990837276104174e-05,-6.937527735936179e-05,0.00018536334225466959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeonJKV,0.306251853317833,-0.01153608470002873,0.9490030487473453,0.0739576568601564,0.0003835028195969741,2.182398913929375e-05,-3.383845234064255e-05,-3.896543436052482e-05,3.479406620535403e-05,1.2690369659388123e-06,-7.738959986033584e-05,5.5806881723631994e-05,-3.902148510613087e-05,-6.598303454704063e-07,2.1434091650183678e-07,0.00013177182961836165,-3.544307105316281e-05,-4.3544624105248664e-05,8.174809488891344e-06,-1.2413383232799527e-06,1.095376302471969e-06,4.5771183955205526e-05,-9.011953846577283e-06,2.8606281830528905e-06,8.780556688970104e-06,-9.435861081137446e-07,8.553703408748023e-06,-2.779464776239328e-08,5.746811236751452e-07,3.813737352623637e-07,2.3151058001202265e-07,8.222564120674281e-07,-9.621574890714465e-06,2.2244343703327945e-07,2.922496466072563e-07,5.013313588434963e-07,-2.9811515083486754e-05,3.6978106734390434e-05,-2.3658028312826953e-05,3.913669498301369e-07,0.00010800358636996253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
