username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
IrishCreamPied,-0.999999928042097,1.2185883430972053e-06,-1.669759789406746e-06,1.1399330620416552e-07,1.4960963426446602e-07,1.8450537418653106e-07,4.967210672464827e-08,4.889987503325264e-06,2.1642973785258603e-05,-3.8035550611889855e-07,-7.162036550508951e-07,-7.158830339410683e-07,-4.897335314675208e-07,-7.151291358670145e-07,-4.88593331874681e-07,-6.453400421425602e-07,-9.36572532516083e-07,9.156154099900743e-07,2.80265494054237e-07,-3.0780791279623797e-07,3.656863469781106e-07,-7.884660000019328e-07,-4.909692235549735e-07,-3.979204076356763e-07,7.236428110693712e-07,9.112374138388135e-07,6.674286844805165e-05,-3.000175935751468e-07,-5.4774830872986855e-05,-6.055698873200363e-07,-1.0789867770514226e-07,3.623258069352799e-07,0.00010192570339948235,-4.1358352000402207e-07,-4.790117065105052e-07,-4.167728081666584e-07,-4.783610667833893e-07,-4.779478858138723e-07,0.00035435403014296313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sysiphean,0.9999999829596274,7.212440346841592e-07,-1.3834088969669699e-06,2.5261566779826725e-07,2.9814165130827955e-07,3.8892073722996277e-07,-7.173679624560717e-08,2.979061254966128e-06,-2.020890919792817e-05,-1.5017213837109382e-07,-6.04312674704242e-08,-6.040421122702634e-08,-1.0817917336892021e-07,-6.027944155693683e-08,-1.0801670192738012e-07,-3.6593486669572985e-07,-1.0708963383748988e-07,6.786454030712938e-07,-4.505863281985209e-07,1.2160025136977362e-07,1.650361598224625e-07,-4.804182826254109e-08,-1.0329558754026556e-07,-1.626778922520965e-07,5.661443687118356e-07,7.003939955252775e-07,-6.618058290308354e-05,-2.00408110542385e-07,5.490068170792706e-05,-3.748293174994089e-07,2.767870285665544e-07,9.296458371779591e-07,-0.0001028820616509509,1.0263823219197543e-07,1.7451037987098444e-07,6.643741913934868e-08,1.743206033764691e-07,1.74170619514664e-07,-8.810640192987907e-05,8.897376055185345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TheLegumeTroubadour,0.9999999672589569,1.3157065617097138e-07,-3.451276591286401e-07,1.1728167010449847e-07,1.287952137424307e-07,1.5833516529332763e-07,-3.7031404879436344e-08,5.510188572174654e-07,-2.071059131080556e-05,2.4277209085642325e-09,2.081475569799291e-07,2.0805437894465568e-07,8.962152835686664e-08,2.078840860549112e-07,8.934231402055664e-08,-4.4887728220134464e-08,2.3489449849027052e-07,2.2610370303785968e-07,-3.582821875479937e-07,1.691104804255784e-07,1.2627025250298215e-08,2.3673415135179001e-07,7.856909870737538e-08,6.042497592695754e-09,1.798103149516391e-07,2.1343730724697788e-07,-6.647218312715447e-05,-4.156064568977384e-08,5.497312991973665e-05,-4.361738457493496e-08,2.3105567301886052e-07,3.7563213005478634e-07,-0.00010279629698097898,2.5616506846072986e-07,3.561435939998382e-07,2.146980785139949e-07,3.557149777848295e-07,3.554079690174215e-07,-0.00017693747909794925,5.34700574229651e-07,0.00012544555260753882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causeWhyNotMate,-0.9999999593859469,2.216945105756312e-07,-2.1333946418246531e-07,-5.65940873276261e-08,-5.2894597370595885e-08,-5.4954225497332906e-08,3.028672972470788e-08,1.0404462321739323e-06,2.099482939615305e-05,-9.250607422516617e-08,-3.7851755178868396e-07,-3.7834633122543176e-07,-2.0903206980408097e-07,-3.779943326365501e-07,-2.0848017765760388e-07,-1.6714244577781418e-07,-4.5693801513412403e-07,7.5978783333965e-08,3.435073747053841e-07,-2.2252016574453706e-07,8.977759983465786e-08,-4.243620470096624e-07,-2.05645269294171e-07,-1.196824843877813e-07,4.729946784953713e-08,7.451604227820774e-08,6.658459530952859e-05,-5.000811309512102e-08,-5.497580454157875e-05,-1.7168832601947653e-07,-1.9910228351174507e-07,-5.480149391335488e-08,0.0001026692770083824,-3.216101931339488e-07,-4.3009382544223655e-07,-2.8449124811142465e-07,-4.295588744865282e-07,-4.2918616746546553e-07,0.0001772767555787231,-8.838263137749401e-08,-0.00012515284609981715,0.00012528773086660538,0.0,0.0,0.0,0.0,0.0,0.0
Cultist_O,0.9999999751320406,4.889486908560073e-07,-1.0562754657500312e-06,2.1958194164534626e-07,2.5602056536094787e-07,3.2726371912728557e-07,-6.714257884141799e-08,2.764216389097976e-06,-2.035831682848053e-05,-9.030987820306543e-08,1.1653413287370854e-08,1.1648198989235292e-08,-3.987455346202713e-08,1.1679712385999633e-08,-3.9845049850408714e-08,-3.216103799518723e-07,-2.167043068606154e-08,5.914011404332149e-07,-3.465909159737921e-07,1.106269646778717e-07,1.1526748720624006e-07,8.224705215189029e-09,-4.7533537121280204e-08,-9.703207347011768e-08,3.781379322873008e-07,4.838151964859731e-07,-6.630661190336433e-05,-1.3571389778789545e-07,5.487274041521106e-05,-3.935338302466218e-07,2.878410449971614e-07,1.0066284138338962e-06,-0.00010269951715700407,1.7756142056708265e-07,2.3373369883743308e-07,1.425013680607838e-07,2.3345210226629733e-07,2.3324916910499773e-07,-6.306225069183206e-07,3.841756992654431e-08,2.481276295443536e-07,-3.094607425384314e-07,0.00017707179290115315,0.0,0.0,0.0,0.0,0.0
bigman_c,-0.9999999920640562,1.2841940510622542e-06,-1.7514978355934471e-06,2.3714428803982146e-07,2.979695873240766e-07,4.4954183644569326e-07,-7.978533133737038e-08,4.9590972265118175e-06,8.172332874024425e-07,-2.9075653643410674e-07,-3.560578799777796e-07,-3.558984817385169e-07,-3.061353265559983e-07,-3.554698647418543e-07,-3.055045405237383e-07,-4.5426607458380386e-07,-5.172755386847684e-07,8.715858411555486e-07,-1.7580415083295618e-07,-1.2123684783904266e-07,3.825194252959144e-07,-3.615639568434873e-07,-3.9779273253889917e-07,-4.0752619883893036e-07,8.678590061842984e-07,1.0814558422349746e-06,3.613950678539672e-07,-2.8419719408600556e-07,1.495063984207801e-07,-6.352933594725453e-07,2.140932848200535e-07,1.2128390533550512e-06,-8.351259078394781e-07,-7.730041806819021e-08,2.157112905690983e-08,-1.303243969414338e-07,2.1626406580541246e-08,2.1607721285548446e-08,6.250463907537131e-07,1.0591611422191493e-06,5.542049037266673e-07,3.7210962322546124e-07,4.8520014848317875e-08,0.00012582633122893417,0.0,0.0,0.0,0.0
meskarune,-0.9999999843506913,5.416704423509364e-07,-8.073578589371146e-07,1.2420783792871227e-07,1.516495680978e-07,2.024148795537033e-07,-2.524926103077949e-08,6.79175341762119e-07,3.1925441517888693e-07,-1.5745777369191488e-07,-4.674457893536194e-08,-4.6724536105496366e-08,-1.0307434796264565e-07,-4.661350692478218e-08,-1.0292674831823996e-07,-3.8602657638435875e-08,-7.512461964595791e-08,2.417975990290851e-07,-2.0987457071019397e-07,8.407692866637244e-08,9.614785516560806e-08,-1.185850707951672e-08,-5.402417123120009e-08,-9.316229527056621e-08,4.4267941655645675e-07,5.012491008338518e-07,4.0599635268907164e-07,-1.3708157496762696e-07,-1.6154822164210894e-08,2.6408617248547934e-08,1.3196876263782462e-08,-1.772719186048297e-07,-2.4462036372599996e-07,-1.6555821323055775e-07,-1.3271804111974928e-07,-1.5580893233657927e-07,-1.3251462661834407e-07,-1.3240171065477609e-07,3.9720564504355435e-07,3.5517723562857887e-07,1.882849827526942e-07,2.407758626707375e-07,-5.44737158852687e-08,5.44189147737824e-07,0.00017690487378815292,0.0,0.0,0.0
king2ndthe3rd,0.9999999765422717,-8.132430798642216e-07,1.2761084382980864e-06,-1.9324496203844699e-07,-2.342083511160861e-07,-3.074172187826501e-07,3.5140645623462875e-08,-1.2348492603523225e-06,-4.996670268715313e-07,2.3512642640443374e-07,8.734265444959938e-08,8.730354898051957e-08,1.605136629097692e-07,8.712613521177662e-08,1.602684166090775e-07,1.0285622197844541e-07,1.4149250876289314e-07,-3.9679510838155324e-07,3.1712993938333013e-07,-1.292078632000701e-07,-1.4189577511295657e-07,4.5346961177164935e-08,7.969245979009762e-08,1.3475540581358172e-07,-6.522305515847324e-07,-7.447945962225597e-07,-5.809392019184711e-07,2.0765086512898557e-07,1.5916186115314594e-08,-1.6995986482312966e-08,-3.018270853320561e-08,1.9731583495956217e-07,3.800687837535834e-07,2.250081459960497e-07,1.733157567089599e-07,2.1780006859793995e-07,1.730402128613129e-07,1.7289222231243252e-07,-6.612490741217531e-07,-6.09583825709337e-07,-3.1301372894405707e-07,-4.000014712147247e-07,8.719314833165488e-08,-8.179646912359212e-07,-0.0001767545143044159,0.00012516024520110673,0.0,0.0
cullen9,-0.9999998898517445,-1.3858866314768482e-05,2.7363641040646826e-05,-5.046285528567995e-06,-6.192689222794647e-06,-8.715764181712959e-06,2.2842555507516894e-06,-0.00043339944381175466,-2.612637271981013e-07,6.107159121557475e-08,3.244159725853871e-08,3.242707304786843e-08,4.705290077939649e-08,3.237028704952574e-08,4.697318166230396e-08,1.6728564022685347e-07,4.496840153276009e-08,-2.4203778857500227e-07,2.3559149521816583e-07,-8.572134115421189e-08,-7.387988955779385e-08,3.516030920578562e-08,3.175965168831946e-08,5.9018585158609544e-08,-2.635837122875209e-07,-3.4482274166636154e-07,-1.4873171473020347e-07,8.17058276079166e-08,-4.896053086396195e-08,3.219228776922579e-07,-1.78702823841798e-07,-1.1583267678315231e-06,3.1808117047767016e-07,-6.02027105999914e-08,-1.2563648753159427e-07,-2.2446364083946125e-08,-1.2551401298468127e-07,-1.254071847216088e-07,-8.572604637246296e-08,-3.645281935334323e-07,-1.7033390550326195e-07,-9.873472633932112e-08,-1.7002741956789483e-07,-4.478507429851636e-07,2.6244389707493932e-08,6.948948839928771e-10,0.00017712449468599726,0.0
Soccerismylife,-0.9999999716119774,3.6350026746474015e-07,-6.024984278012294e-07,1.1661044907620635e-07,1.3539484315714284e-07,1.351897121601601e-07,3.238802892352645e-09,-1.7330873049428994e-06,2.2392618472573692e-07,-1.6368337726553878e-07,1.2464158067043343e-07,1.2458401534717872e-07,-3.0047263098621884e-08,1.245496446410657e-07,-3.012419803254752e-08,2.2365883741876316e-07,1.6172418140328945e-07,-3.408781397907206e-08,0.00012897194686797535,-9.420253004490528e-05,1.1267860125406545e-08,8.333968396214773e-08,8.961557601344196e-08,3.093441603768114e-08,3.34512889944623e-07,3.765338108948738e-07,3.5300941256293814e-07,-1.0994703174158609e-07,-2.4885509416982902e-08,1.142979554954955e-07,1.3857953107111215e-08,-2.541664322417434e-07,-1.7965900723657014e-07,-1.2871474794323607e-07,-9.911847133225409e-08,-1.223211697525737e-07,-9.896228573392288e-08,-9.887752614922023e-08,4.129599322592459e-07,3.36724199080308e-07,1.6197244699349743e-07,2.571902485225062e-07,-5.803138266378294e-08,4.0012329040145723e-07,-6.703178499218845e-08,1.1198671044669261e-08,4.084485843166962e-08,0.000176814277838
