username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
GivenToFly164,-0.9999999925866772,4.947939191126284e-07,-4.150836944136802e-07,8.10569906650116e-09,2.035055730689028e-08,7.466076514010731e-08,-6.434079176056086e-09,2.32441742646754e-06,3.635308676750822e-05,-7.533912182041697e-08,-1.8004329371079662e-07,-1.7996446814077903e-07,-1.1404495875103184e-07,-1.797846213429926e-07,-1.1376672875489557e-07,-1.0224160432527853e-07,-2.544199629530648e-07,1.893012528159084e-07,1.7005994878169354e-07,-1.7198659147816065e-07,1.4889197341727502e-07,-1.985260027098467e-07,-2.0259564361239182e-07,-1.7162099023483289e-07,1.7051161552522058e-07,2.299963302751776e-07,0.00011618416589493268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KestrelLowing,0.9999999913047775,-7.940702550809803e-07,1.0328875321455306e-06,-1.218352283080326e-07,-1.5286111140924965e-07,-2.419092196017061e-07,3.6448047035760045e-08,-3.2433105687952663e-06,-9.32235404877047e-05,9.790939445977844e-08,1.3102773162389012e-07,1.3096907401463915e-07,1.0972491249611483e-07,1.308143710336088e-07,1.0949705949911246e-07,9.13156327263814e-08,1.4502104091847843e-07,-1.7895751095930518e-07,-3.281907412878571e-08,6.887815475310362e-08,-9.53064672311513e-08,1.0929141403880932e-07,1.1360867615653683e-07,1.0459501814680131e-07,-1.6792224686933096e-07,-2.128718662188148e-07,-2.9084023485760603e-05,8.85514034448638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almightySapling,0.9999999911994514,-3.2362784687454555e-07,1.8841164823859158e-07,2.057522178795021e-08,1.4487077927685589e-08,-2.8043560085496162e-08,5.051914842375234e-09,-1.650085979788699e-06,-3.110769702872665e-05,3.691858601088562e-08,1.452543596319785e-07,1.451893350394432e-07,7.931158627896835e-08,1.4505626972810322e-07,7.909995681610278e-08,5.1541256246712964e-08,2.1846857293840806e-07,-7.27026398621836e-08,-2.0576937349509695e-07,1.5997062749642504e-07,-1.1104281543839348e-07,1.7047056383646636e-07,1.6165526361291087e-07,1.2662287878769923e-07,-7.168508808153775e-08,-1.1108530719174714e-07,-9.95336604884869e-05,-1.796636625490021e-08,8.199568428961903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feraxil,-0.9999999149288359,-1.312374500270721e-05,2.5655983591823025e-05,-4.696644708199257e-06,-5.763553663842704e-06,-8.10024358642851e-06,2.0935962838117662e-06,-0.00039360925192544384,-6.36774112758827e-07,2.2199721757967369e-07,1.6167588416366323e-07,1.6160350351603703e-07,1.848693966998237e-07,1.613667921061543e-07,1.845357264296618e-07,2.7399458645949957e-05,2.2004907436607868e-07,-7.029812754217255e-05,2.060862766804419e-07,-8.198363898344652e-08,-7.5029815955044e-08,2.110395943327137e-08,3.209039772983287e-08,6.414511557143962e-08,-3.1961369523782456e-07,-3.861024698919498e-07,-2.725551095050885e-07,1.0243254926739609e-07,-6.838899943178298e-10,9.254587077888184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIkaTheGreat,0.9999999066590093,1.3305847343362485e-05,-2.6103918087011817e-05,4.790014034927994e-06,5.877730534349913e-06,8.264548292791565e-06,-2.1458812717769965e-06,0.00039460506098840077,7.554927958168517e-07,-2.392819919369217e-07,-1.8713773863830756e-07,-1.8705484615917202e-07,-2.0588793863538338e-07,-1.867888411780932e-07,-2.0551005902584686e-07,-2.750063392193048e-05,-2.740940698120329e-07,7.040587485901188e-05,-2.9574087569385945e-07,1.0512925927921332e-07,1.165521775297678e-07,-5.767693486746783e-08,-6.007849596565212e-08,-9.900186621677247e-08,4.20566533627064e-07,5.289377296881571e-07,2.831935396651061e-07,-1.3421104921732846e-07,4.3292318492800225e-08,-9.266407664212236e-05,0.00012521372739948529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ChocPineapple,0.9999998408440942,1.843284831768364e-05,-3.6630816206692904e-05,6.784333943584605e-06,8.328643628591386e-06,1.1723753757540343e-05,-3.093844409337467e-06,0.0005292669376913846,1.4926288912391365e-06,-4.241603863410092e-07,-2.6489098386041994e-07,-2.647715065489052e-07,-3.3939567106824534e-07,-2.6435179525726975e-07,-3.388101213520395e-07,-3.685863675809527e-05,-3.54291346421086e-07,9.426612540967296e-05,-8.188977339841481e-07,3.4925824002581017e-07,2.3374448370935413e-07,-7.982731949560198e-08,-6.498330270119545e-08,-1.7599529506298264e-07,1.0104081935420266e-06,1.2686515255770188e-06,8.734260055598786e-07,-3.1969490476921394e-07,-2.5768691160748935e-08,-0.00012378464911623336,4.982233638564455e-07,0.00010329273464301514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdminsAreComplicit,-0.9999999908375582,-4.372429832953557e-07,8.058473285260382e-07,-1.416890061322117e-07,-1.6628387603258706e-07,-1.9870666969352683e-07,2.041383261040791e-08,-1.5672151075232134e-06,2.037743438730799e-05,1.2603465367785536e-07,5.085746369695186e-08,5.083380712597238e-08,8.746150522940814e-08,5.07301873828521e-08,8.732760691894398e-08,2.1442222991370839e-07,4.842480763113023e-08,-4.6424823461258195e-07,3.042115571352608e-07,-6.162164803456865e-08,-1.022636549252315e-07,2.8473875207213787e-08,7.878977291021098e-08,1.186432017932591e-07,-3.954963388881655e-07,-4.7159587978570733e-07,6.621213963634964e-05,1.5351566346402837e-07,-5.481146415983255e-05,2.7159885212154705e-07,-1.4245158196472047e-07,-4.7327346768169527e-07,0.00010255127613453768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firesword24,0.9999999856128068,3.7745328826613394e-07,-9.284210452466981e-07,1.917144534160526e-07,2.2249469627398108e-07,2.6387441639059466e-07,-4.643382987094049e-08,1.6302254504567353e-06,-2.038806163784134e-05,-9.25687041416224e-08,1.2270873159090481e-08,1.2265382512756477e-08,-4.32882174063507e-08,1.2300781411848765e-08,-4.325699844411573e-08,-2.392651325221503e-07,1.7735483877646688e-08,4.535758032884939e-07,-3.6926389853903596e-07,1.4619878620640342e-07,5.7365988960121145e-08,2.5654371972689784e-08,5.841249646773027e-09,-4.458876676767197e-08,3.3817855490020573e-07,4.1082981379554816e-07,-6.620478754894626e-05,-1.347132736217172e-07,5.479588572341379e-05,-2.3792805661079363e-07,1.8832554595885954e-07,5.887482202492905e-07,-0.00010251157306091884,0.00010227134373080121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breepop,0.9999999829872938,4.551022006917888e-07,-1.1093664721108316e-06,2.2793009058600028e-07,2.654273211158783e-07,3.220580320454487e-07,-6.179111994019954e-08,2.180157147462289e-06,-2.0331941393508078e-05,-1.0049459706443887e-07,8.007062746439774e-09,8.003481019496968e-09,-4.8294005188092904e-08,8.044564655002492e-09,-4.825259799406059e-08,-2.9770334569668966e-07,-2.8104074989650896e-09,5.340950428826089e-07,-3.9886587571814994e-07,1.598158767841184e-07,7.40731693994288e-08,1.2097922976601915e-08,3.3781213236653816e-10,-5.298632295695252e-08,3.773519856870598e-07,4.679684316831616e-07,-6.619999491100544e-05,-1.4706242796883818e-07,5.4814101325491665e-05,-2.9748238560285363e-07,2.321634426699787e-07,7.803622463514916e-07,-0.00010259073531979765,8.329288948367623e-08,0.00012526769824881988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sportsballexpert,0.9999999869243777,3.5049944971144455e-07,-8.214032860094129e-07,1.66518347625579e-07,1.9324204510397214e-07,2.2744301172270862e-07,-3.6178322137632866e-08,1.4152944612856442e-06,-2.04146986179001e-05,-9.146756646613996e-08,2.8890877062055368e-09,2.889570245814626e-09,-4.7273541563164744e-08,2.9326412492750443e-09,-4.7228654423671746e-08,-2.12057410805581e-07,1.4354339752022763e-08,4.2123839394680043e-07,-3.4161989009318483e-07,1.226520005795307e-07,5.867373100788058e-08,2.1243988169216868e-08,-8.358489512577963e-09,-5.506560741025867e-08,3.262954928471985e-07,3.9202057165955575e-07,-6.621187004004114e-05,-1.301212567004071e-07,5.4788876948558005e-05,-2.2494103389053245e-07,1.6519475376950253e-07,5.077984735348626e-07,-0.00010247529333384239,4.938450763737995e-08,5.028949543876501e-08,8.85638481557158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DevinGPrice,0.999999982987294,4.5510328274070706e-07,-1.10936583803954e-06,2.2793008964399892e-07,2.654290949713855e-07,3.2205865806968986e-07,-6.179111977234397e-08,2.180156853742813e-06,-2.033193941210591e-05,-1.004896206555995e-07,8.007058802479423e-09,8.00525050370588e-09,-4.829275154727604e-08,8.047223683510073e-09,-4.824884071925643e-08,-2.977045188478075e-07,-2.8104074989650896e-09,5.340959073250257e-07,-3.988648962283889e-07,1.5981838972462387e-07,7.40731693994288e-08,1.2096148951472019e-08,3.39585866070044e-10,-5.298415217121561e-08,3.7735073417973456e-07,4.6796735566384806e-07,-6.619999968489722e-05,-1.4706274711553893e-07,5.481409281989148e-05,-2.9748240818330014e-07,2.3216344810406766e-07,7.803633568123877e-07,-0.00010259073570510212,8.329505728211504e-08,1.0860364034522044e-07,7.106948690380536e-08,0.0001252676305633197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oolongee_Bologna,0.9999999829872938,4.551011186428705e-07,-1.109366482651434e-06,2.2793335021793065e-07,2.654290949713855e-07,3.2205740385951955e-07,-6.179237331196006e-08,2.1801568716633854e-06,-2.0331941393508078e-05,-1.004929385926384e-07,8.006173974469532e-09,8.00347935861241e-09,-4.8294005188092904e-08,8.04722479609836e-09,-4.825134671048656e-08,-2.977056846426283e-07,-2.809780315858871e-09,5.340959088326111e-07,-3.988668534858167e-07,1.598168848959376e-07,7.407228279465066e-08,1.2096149058136802e-08,3.3869865097186527e-10,-5.298632351396205e-08,3.773519856870598e-07,4.6796626625000806e-07,-6.619999777343391e-05,-1.4706211955581974e-07,5.48140978479551e-05,-2.974836030804126e-07,2.3216255883325789e-07,7.803586928295086e-07,-0.00010259073535516472,8.329506377187517e-08,1.0860453838124757e-07,7.10694898758597e-08,1.0847188793671565e-07,0.00012526758405337734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
