username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
thedylanackerman,-0.9999999533746232,-9.730480659545387e-05,9.587032574408189e-06,3.376942001106055e-05,-0.0002347146603132599,-1.5072217624967444e-07,-1.6759726447192413e-06,1.1670484686797838e-06,1.6526076928394278e-07,3.971311631191035e-08,9.08981633918895e-07,-7.224818416143352e-07,-1.4546574909472039e-06,-4.4469391930961783e-07,0.00016568459443157577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missmymom,0.9999999284403359,6.653460424463493e-05,-1.5198572992310469e-05,-1.641869328329699e-05,0.00021430192523617952,4.850832900455668e-06,1.0829403176808522e-05,-1.8577273772907114e-05,2.0032128687157743e-05,1.548358286590327e-05,3.3365941485023684e-06,1.5465869885437894e-05,4.906058587317779e-05,3.2720245133352045e-06,-0.00014754785798701327,0.0002582659317256385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeathSlyce,-0.9999999608559628,3.120404310645019e-05,1.621587610138332e-05,-2.35925768657181e-05,4.89001230481063e-05,-3.519229289488489e-06,-1.62454525469435e-05,1.8374320784688713e-05,-2.6970994096691677e-05,-1.3589855029436955e-05,2.5042789824904466e-06,-2.7693824558960228e-05,-6.198012960738525e-05,-4.3964364765056946e-07,-3.510595095596152e-05,-8.955174045790109e-06,0.00025816658957564963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good_FIbrations,0.9999999075305631,4.4439899525035444e-05,-1.3611107192570006e-05,-1.4135350968169272e-05,0.00020002171540175448,7.963017500110122e-06,1.3475896747262383e-05,-3.5666191598455526e-05,3.1841112851310527e-05,2.8619341260473515e-05,8.119267272626563e-06,2.0075603498324167e-05,7.542990002179742e-05,7.454233319699486e-06,-0.0001342362433013659,-4.870382705387437e-06,-2.4029968325395467e-05,0.0003382092207954404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hacksoncode,0.9999999352161386,-3.5604876266546406e-08,-4.461384131008301e-05,-0.000115445296562177,-1.4879113400875503e-05,2.1570285418735133e-05,4.294735358658387e-05,-7.553537823898748e-05,7.948310244825116e-05,6.046837054431648e-05,2.5174703643305023e-05,6.824476462848454e-05,8.713047364796762e-05,5.785644459879106e-06,-5.174257360915266e-06,4.032532908516436e-05,-5.085183460468339e-05,5.159471537302526e-05,0.0002760830478349328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BreeCC,-0.999999890919934,-0.00014948746449199395,4.1827667059178434e-05,0.00018440026185849586,-5.197557264344573e-06,4.219077008987906e-06,-1.829078207727443e-05,7.107693378631368e-06,-9.771853667394317e-06,-7.096800890424372e-06,4.864952671660406e-05,-6.521965611469409e-06,1.4862285797357074e-05,-1.2249376988999472e-05,-1.4756170097629826e-05,-1.4047098796904502e-05,1.3795762285690988e-05,-1.900772499741241e-05,7.700017707191466e-06,0.00039456133479468094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fenderkruse,0.9999998810347923,0.00011763768030245686,-4.0836027529558975e-05,-0.0001905358519920547,-7.834074196640195e-06,3.4421187177679104e-06,2.4058417689752407e-05,-3.482433465790069e-05,3.406742553845283e-05,2.664722027673123e-05,-3.1142106575028995e-05,2.1220887035459737e-05,3.925177518405995e-05,1.6402339255203018e-05,1.5073925096843862e-05,1.4467754337279753e-05,-2.7206759286471835e-05,1.672546722463803e-05,7.988801390349719e-05,-0.0002524098404317063,0.0003280330062462303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klarkson1273,0.9999998890277393,0.00014246334784133533,-4.177253570826757e-05,-0.00018500663490040884,2.493577765464956e-06,-2.5402301865043872e-06,1.9743957679415676e-05,-1.3437576759122722e-05,1.5327913767240663e-05,1.1353996637270295e-05,-4.515590112102161e-05,1.0214553721436791e-05,-1.3678820736995935e-06,1.300098507401807e-05,1.4806886252708064e-05,1.4098155500168102e-05,-1.633545390323212e-05,1.8751972385934028e-05,1.3597280272249238e-05,-0.00035896710461083824,-7.2308432661626815e-06,0.0001796776419358651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_212,-0.9999998874176684,1.2530165939189985e-05,1.0505287049757541e-05,2.0642952107148293e-05,-7.106112814435453e-07,-5.698009620862186e-06,-1.2505783019791047e-05,4.692775256494347e-05,-3.901656907116022e-05,-3.353333447301387e-05,4.360505655890945e-06,-1.8143658713640832e-05,-6.883731142231989e-05,-9.353940091877662e-06,4.480973847595123e-08,-4.490454598774251e-06,3.480438625801148e-05,5.0651581947763506e-06,-6.075857211754811e-05,3.516843318747882e-05,9.516545653390138e-08,-8.66909025589253e-07,0.000456149280641483,0.0,0.0,0.0,0.0,0.0,0.0
dokushin,0.9999998742363797,-3.181536716014182e-05,-1.2745735493804868e-05,-1.8057045067670424e-05,-4.7900791322681175e-06,1.0587667979610576e-05,1.868272422904102e-05,-6.323752142009023e-05,5.65285629697815e-05,4.693506279333186e-05,2.9385300949906262e-06,3.083720210404009e-05,0.00011348324088909712,1.1869576202518122e-05,5.567864825440778e-07,6.351211525461201e-06,-3.925334740122445e-05,-3.2627055070548575e-06,9.693536059678654e-05,-2.3334950556179607e-05,-7.222067768004795e-06,-3.2810640646837927e-06,-0.0003887880855954409,0.00025182125349483336,0.0,0.0,0.0,0.0,0.0
DOCisaPOG,0.9999999489725291,-3.467453900323321e-05,-2.029177047161388e-05,2.727253150409059e-05,-4.721654709757835e-05,4.892602868565698e-06,2.0526348710281296e-05,-2.3490990400701467e-05,3.496202721934849e-05,1.8357959509488817e-05,-2.796999771589324e-06,3.5250776667461474e-05,8.273319674339601e-05,8.841416782962172e-07,3.3984325231880474e-05,1.1647294501084042e-05,-0.00024674006772759937,5.440416348162104e-06,1.407589705551891e-05,-2.2320782728085113e-06,9.532733128469439e-08,-3.2259585012681266e-07,-2.831828642303494e-06,7.546096379296907e-08,0.00015621493233008464,0.0,0.0,0.0,0.0
-paperbrain-,-0.9999998830667377,-2.8215717222581195e-05,1.6663692383026377e-05,4.741774792762777e-05,-3.1515629239565567e-06,-4.5785866995389774e-07,-1.1002527571608415e-05,3.0239515818392038e-05,-2.5874842240097625e-05,-2.111151351660057e-05,1.6041323171407804e-05,-8.561222067928174e-06,-1.6771873493210884e-05,-8.286197016064861e-06,-2.7374470939932053e-06,-6.622495324265169e-06,3.123813998132562e-05,-3.620351838683495e-07,-1.720527178310242e-05,3.731293017961303e-05,-3.957645760067753e-06,-3.7837217748197202e-06,1.0302742176456545e-05,-1.1715617863564507e-06,-1.1334220135594698e-05,0.0004740477985121479,0.0,0.0,0.0
AnyDream,0.9999998724171414,-2.5804205834011496e-05,-1.7412503560192434e-05,-3.7154173188343234e-05,-1.2482457351800952e-05,1.2487504811813542e-05,2.2826017766118856e-05,-6.705835013854407e-05,6.274079416066952e-05,5.171891307625312e-05,6.365232099867956e-06,3.2568882243551534e-05,0.00010867483383634807,1.4755604902545988e-05,3.5832532188676578e-06,1.0426522123610362e-05,-4.512504909598199e-05,1.0397664077104207e-06,9.601034636642656e-05,-7.085807655050755e-06,-1.3360665268749456e-05,-5.608239287936204e-06,-3.023785076293888e-06,-2.043872624060533e-06,1.1592744847783395e-05,-0.0003495805981798732,0.00030619406108635774,0.0,0.0
tbdabbholm,-0.999999914864635,-0.0001371554284988549,-3.843832433655977e-06,3.7936399573491696e-05,-0.00014888052035876126,-4.207726927092041e-06,4.2007849851793666e-06,2.615426312424819e-05,-1.2503576270358186e-05,-1.6042589848701732e-05,3.4832216027129266e-06,7.764410723707511e-07,-2.5205739207562064e-05,-7.519096739293986e-06,1.059664435438187e-05,-6.004332594243486e-07,2.4701767273469474e-05,1.021218866123165e-05,-3.538195597755691e-05,4.3139644746112546e-05,3.6084482346690886e-06,2.5121302426316074e-07,-1.5298368681517852e-05,1.2500166015939886e-05,-6.124222237621735e-06,1.7934728028036977e-07,2.2987298095293074e-05,0.0003479837552006065,0.0
gamesterdude,-0.9999999207422683,5.162996716682255e-05,3.7946246586840376e-05,-7.31865857452033e-05,-0.00011688740985939044,-2.324736344162517e-05,-4.813193950582275e-05,7.828250715174861e-05,-9.059080356363688e-05,-7.369520147550555e-05,-3.463487142198325e-05,-6.349372314632991e-05,-0.0002016582176277454,-1.5015534923906239e-05,7.433207088487118e-06,1.5496836115665313e-06,4.503854585325277e-05,-8.31794227449362e-06,-4.8623099731808056e-05,-1.9176479986361062e-05,1.6772563854131024e-05,7.38094131543021e-06,-6.3318386367340185e-06,-5.302071140371168e-06,-2.137414385740653e-05,-1.2493890897020597e-05,-3.93553185594775e-06,2.3346812554006464e-05,0.00024531753117154766
