username,0,1,2,3,4,5,6,7
urlong55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
championofobscurity,-0.9999999964290349,8.450994118080457e-05,0.0,0.0,0.0,0.0,0.0,0.0
on_my_lunch_break,-0.9999999991599335,-3.0774428882991776e-06,4.0873735762568926e-05,0.0,0.0,0.0,0.0,0.0
10ebbor10,0.999999991265312,-8.230332310441573e-05,-2.1657105234874623e-05,0.00010112620100096578,0.0,0.0,0.0,0.0
Boopdelahoop,-0.9999999935684776,9.115704588000813e-06,1.410874858243616e-05,2.7846071852202818e-05,0.00010865306371030495,0.0,0.0,0.0
groman28,-0.9999999935684776,9.115707215438508e-06,1.4108756731114063e-05,2.7846071852202818e-05,-2.185195521538032e-05,0.00010643298412380902,0.0,0.0
notadamnthrowaway,-0.9999999963594712,-1.5063231668117598e-06,-9.63313613673716e-06,-2.1076355332890007e-05,1.8315293119385626e-05,2.245767893434514e-05,7.682435242840723e-05,0.0
SpaceShipRat,-0.9999999935684774,9.115707215438508e-06,1.4108754014888097e-05,2.784607075434389e-05,-2.185195317176924e-05,-2.6794228469285247e-05,3.894564269357831e-05,9.535872803400254e-05
